class,rva,name,source,observed_on,objects,note
CRollingBall,0x12f80,FUN_00412f80,trace,CRollingBall,21,own-or-inherited
CRollingBall,0xb0fe0,FUN_004b0fe0,trace,CRollingBall,3,own-or-inherited
CSBI_Image,0x10a340,~CSBI_Image,known,,6,
CSBI_ImageSet,0x101580,CSBI_ImageSet,known,,6,
CSBI_RectOnly,0xe72f0,FUN_004e72f0,trace,CSBI_RectOnly,24,own-or-inherited
CSBI_RectOnly,0x101fa0,CSBI_RectOnly,known,,24,
CSBI_RectOnly,0x102000,FUN_00502000,trace,CSBI_RectOnly,24,own-or-inherited
CSBI_RectOnly,0xe7400,FUN_004e7400,trace,CSBI_RectOnly,24,own-or-inherited
CSBI_RectOnly,0xfdc00,LoadBattlezItemConfig,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x105920,FUN_00505920,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x105520,FUN_00505520,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x105560,FUN_00505560,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x106610,FUN_00506610,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x106660,UpdateRezMachineSnoozeStatusBar,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x106900,FUN_00506900,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0xffde0,Stub_0ffde0,known,,6,
CSBI_RectOnly,0x100b00,FUN_00500b00,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x100930,FUN_00500930,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x107ae0,LoadMultiplayerBattlezConfig,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x102200,BuildGameTabPauseButton,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x1020a0,FUN_005020a0,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x10b210,FUN_0050b210,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x104d60,FUN_00504d60,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x107d00,winapi_107d00_SetRect,known,,6,
CSBI_RectOnly,0x102180,BuildGameTabResumeButton,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0xfe910,UpdateStatusBarTabHighlight,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0xc8980,FUN_004c8980,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0xfe350,FUN_004fe350,trace,CSBI_RectOnly,6,own-or-inherited
CSBI_RectOnly,0x10bb90,FUN_0050bb90,trace,CSBI_RectOnly,5,own-or-inherited
CSBI_RectOnly,0x106740,FUN_00506740,trace,CSBI_RectOnly,4,own-or-inherited
CSBI_RectOnly,0x1084d0,FUN_005084d0,trace,CSBI_RectOnly,3,own-or-inherited
CSBI_RectOnly,0x1090a0,FUN_005090a0,trace,CSBI_RectOnly,3,own-or-inherited
CSBI_RectOnly,0x107a10,UpdateRezMachineWakeStatusBar,trace,CSBI_RectOnly,3,own-or-inherited
CSBI_RectOnly,0x106b40,FUN_00506b40,trace,CSBI_RectOnly,3,own-or-inherited
CSBI_RectOnly,0x105710,FUN_00505710,trace,CSBI_RectOnly,3,own-or-inherited
CSBI_RectOnly,0x1055b0,LoadGooCookingSprite,trace,CSBI_RectOnly,3,own-or-inherited
CSBI_RectOnly,0x1057d0,FUN_005057d0,trace,CSBI_RectOnly,3,own-or-inherited
CSBI_RectOnly,0x1069c0,FUN_005069c0,trace,CSBI_RectOnly,2,own-or-inherited
CSBI_RectOnly,0x106a00,FUN_00506a00,trace,CSBI_RectOnly,2,own-or-inherited
CSBI_RectOnly,0x109ad0,FUN_00509ad0,trace,CSBI_RectOnly,2,own-or-inherited
CSBI_RectOnly,0x109a90,FUN_00509a90,trace,CSBI_RectOnly,2,own-or-inherited
CSBI_RectOnly,0x107590,UpdateFallingItemStatusBar,trace,CSBI_RectOnly,2,own-or-inherited
CSBI_RectOnly,0xff850,FUN_004ff850,trace,CSBI_RectOnly,2,own-or-inherited
CSBI_RectOnly,0x1066f0,FUN_005066f0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x100d70,FUN_00500d70,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x100cb0,FUN_00500cb0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x101420,FUN_00501420,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0xffb20,LoadDestructButtonSprite,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x1058d0,FUN_005058d0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x105310,UpdateGruntOvenStatusBar,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x105480,FUN_00505480,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x105990,UpdateRezConveyorStatusBar,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x105e40,LoadRezMachineConfig,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x106bb0,LoadChipMachineConfig,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x1076a0,UpdateChipGrinderStatusBar,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x10b320,UpdateDestructButtonStatusBar,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0xebd70,FUN_004ebd70,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0xfe6b0,LoadMainStatusBarSprite,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x105280,FUN_00505280,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x107aa0,FUN_00507aa0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x104e60,LoadStatzTabToggleSprite,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0xff9f0,FUN_004ff9f0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0xffcb0,FUN_004ffcb0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x104f90,FUN_00504f90,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x105750,FUN_00505750,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x10b930,FUN_0050b930,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x106790,FUN_00506790,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x10b6f0,FUN_0050b6f0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x106820,FUN_00506820,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x10b5d0,FUN_0050b5d0,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x10b810,FUN_0050b810,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x107920,FUN_00507920,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_RectOnly,0x105800,FUN_00505800,trace,CSBI_RectOnly,1,own-or-inherited
CSBI_SideTab,0x105070,~CSBI_SideTab,known,,6,
CSecretLevelTrigger,0x424b0,CSecretLevelTrigger,known,,5,
CSecretLevelTrigger,0x10c50,FUN_00410c50,trace,CSecretLevelTrigger,5,own-or-inherited
CSecretLevelTrigger,0x42ac0,FUN_00442ac0,trace,CSecretLevelTrigger,1,own-or-inherited
CSecretTeleporterTrigger,0x41e90,CSecretTeleporterTrigger,known,,5,
CSecretTeleporterTrigger,0x10ab0,FUN_00410ab0,trace,CSecretTeleporterTrigger,5,own-or-inherited
CSecretTeleporterTrigger,0x10a10,FUN_00410a10,trace,CSecretTeleporterTrigger,2,own-or-inherited
CSecretTeleporterTrigger,0x42150,FUN_00442150,trace,CSecretTeleporterTrigger,1,own-or-inherited
CSecretTeleporterTrigger,0x42b80,FUN_00442b80,trace,CSecretTeleporterTrigger,1,own-or-inherited
CSimpleAnimation,0xab940,CSimpleAnimation,known,,24,
CSimpleAnimation,0xabf70,FUN_004abf70,trace,CSimpleAnimation,24,own-or-inherited
CSimpleAnimation,0xf9d0,FUN_0040f9d0,trace,CSimpleAnimation,24,own-or-inherited
CSingleAnimation,0xae7f0,CSingleAnimation,known,,1,
CSingleAnimation,0x10540,FUN_00410540,trace,CSingleAnimation,1,own-or-inherited
CSpriteFactory,0x1597b0,CreateSprite,known,,1,
CState,0x8c750,CState,known,,24,
CState,0xa05a0,FUN_004a05a0,trace,CMenuState/CState,8,"base of CMenuState,CState"
CState,0x8ce60,FUN_0048ce60,trace,CMenuState/CState,8,"base of CMenuState,CState"
CState,0xa02c0,FUN_004a02c0,trace,CMenuState/CState,8,"base of CMenuState,CState"
CState,0xa0640,FUN_004a0640,trace,CMenuState/CState,7,"base of CMenuState,CState"
CState,0xa06d0,FUN_004a06d0,trace,CMenuState/CState,7,"base of CMenuState,CState"
CState,0x19540,BuildWarpStoneGlitterAnimation,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x19cd0,FUN_00419cd0,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x1a040,LoadGruntEffectSprites,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x1b450,BuildBootyWalkingGruntz,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x1c070,BuildBootyPerfectAnimation,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x1af70,FUN_0041af70,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x8d440,FUN_0048d440,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x18c90,FUN_00418c90,trace,CBootyState/CState,2,"base of CBootyState,CState"
CState,0x8c970,SetBeginClearParams,known,,1,
CStaticHazard,0xfb7a0,CStaticHazard,known,,24,
CStaticHazard,0x12b30,FUN_00412b30,trace,CStaticHazard,24,own-or-inherited
CStaticHazard,0xfbbf0,FUN_004fbbf0,trace,CStaticHazard,3,own-or-inherited
CStaticHazard,0xfc0b0,LoadAttributes2,known,,3,
CStaticHazard,0xfc1a0,LoadAttributes,known,,3,
CStatusBarItem,0x1005d0,CStatusBarItem,known,,24,
CStatusBarItem,0xe80e0,FUN_004e80e0,trace,CSBI_RectOnly/CStatusBarItem,24,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe81e0,FUN_004e81e0,trace,CSBI_RectOnly/CStatusBarItem,24,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0x1005b0,FUN_005005b0,trace,CStatusBarItem,24,own-or-inherited
CStatusBarItem,0xe84f0,FUN_004e84f0,trace,CSBI_RectOnly/CStatusBarItem,24,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0x1007d0,FUN_005007d0,trace,CSBI_RectOnly/CStatusBarItem,24,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe81a0,FUN_004e81a0,trace,CSBI_RectOnly/CStatusBarItem,24,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe6d90,FUN_004e6d90,trace,CSBI_RectOnly/CStatusBarItem,24,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0x10bfc0,FUN_0050bfc0,trace,CSBI_RectOnly/CStatusBarItem,24,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe6e40,FUN_004e6e40,trace,CSBI_RectOnly/CStatusBarItem,23,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe8520,FUN_004e8520,trace,CSBI_RectOnly/CStatusBarItem,22,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe8480,FUN_004e8480,trace,CSBI_RectOnly/CStatusBarItem,13,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe82a0,FUN_004e82a0,trace,CSBI_RectOnly/CStatusBarItem,11,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem,0xe8310,FUN_004e8310,trace,CSBI_RectOnly/CStatusBarItem,9,"base of CSBI_RectOnly,CStatusBarItem"
CStatusBarItem2,0x1357a0,SetField1,known,,20,
CStatusBarItem2,0x135920,SetField2,known,,20,
CStatusBarItem2,0x135510,SetField3,known,,20,
CStatusBarItem2,0x136270,Finalize,known,,20,
CStatusBarItem2,0x1355c0,SetField0,known,,5,
CStatusBarMgr,0x1360d0,ConfigureItem,known,,19,
CStatusBarMgr,0x135d70,GetItem,known,,19,
CStatusBarMgr,0x102250,LoadTabSprites,known,,6,
CTeleporter,0x41020,CTeleporter,known,,5,
CTeleporter,0x10dd0,FUN_00410dd0,trace,CTeleporter,5,own-or-inherited
CTeleporter,0x419e0,FUN_004419e0,trace,CTeleporter,1,own-or-inherited
CTeleporter,0x41aa0,LoadAttributes,known,,1,
CTileTrigger,0x10e220,CTileTrigger,known,,24,
CTileTrigger,0x11290,FUN_00411290,trace,CTileTrigger,24,own-or-inherited
CTileTrigger,0x11540,FUN_00411540,trace,CTileTrigger,24,own-or-inherited
CTileTrigger,0x116c0,FUN_004116c0,trace,CTileTrigger,24,own-or-inherited
CTileTrigger,0x11600,FUN_00411600,trace,CTileTrigger,10,own-or-inherited
CTileTriggerLogic,0x1107f0,CTileTriggerLogic,known,,24,
CTileTriggerSwitch,0x10dc40,CTileTriggerSwitch,known,,24,
CTileTriggerSwitch,0x110f0,FUN_004110f0,trace,CTileTriggerSwitch,24,own-or-inherited
CTileTriggerSwitchLogic,0x110430,CTileTriggerSwitchLogic,known,,24,
CTileTriggerSwitchLogic,0x113a90,FUN_00513a90,trace,CTileTriggerSwitchLogic,24,own-or-inherited
CTileTriggerSwitchLogic,0x113ae0,FUN_00513ae0,trace,CTileTriggerSwitchLogic,24,own-or-inherited
CTileTriggerSwitchLogic,0x110820,FindIndexByKey,known,,22,
CTileTriggerSwitchLogic,0x1106b0,LoadSwitchUpSprite,trace,CTileTriggerSwitchLogic,19,own-or-inherited
CTileTriggerSwitchLogic,0x112880,FUN_00512880,trace,CTileTriggerSwitchLogic,15,own-or-inherited
CTileTriggerSwitchLogic,0x115f00,FUN_00515f00,trace,CTileTriggerSwitchLogic,6,own-or-inherited
CTileTriggerSwitchLogic,0x116fa0,FUN_00516fa0,trace,CTileTriggerSwitchLogic,6,own-or-inherited
CTileTriggerSwitchLogic,0x112970,FUN_00512970,trace,CTileTriggerSwitchLogic,6,own-or-inherited
CTileTriggerSwitchLogic,0x116f20,FUN_00516f20,trace,CTileTriggerSwitchLogic,6,own-or-inherited
CTileTriggerSwitchLogic,0x112590,FUN_00512590,trace,CTileTriggerSwitchLogic,6,own-or-inherited
CTileTriggerSwitchLogic,0xc8640,FUN_004c8640,trace,CTileTriggerSwitchLogic,6,own-or-inherited
CTileTriggerSwitchLogic,0x115f30,FUN_00515f30,trace,CTileTriggerSwitchLogic,6,own-or-inherited
CTileTriggerSwitchLogic,0x115f60,CTileTriggerSwitchLogic_115f60,known,,5,
CTileTriggerSwitchLogic,0x116cf0,FUN_00516cf0,trace,CTileTriggerSwitchLogic,4,own-or-inherited
CTileTriggerSwitchLogic,0x112b70,FUN_00512b70,trace,CTileTriggerSwitchLogic,4,own-or-inherited
CTileTriggerSwitchLogic,0x112c70,FUN_00512c70,trace,CTileTriggerSwitchLogic,4,own-or-inherited
CTileTriggerSwitchLogic,0x117280,FUN_00517280,trace,CTileTriggerSwitchLogic,3,own-or-inherited
CTileTriggerSwitchLogic,0x117630,FUN_00517630,trace,CTileTriggerSwitchLogic,3,own-or-inherited
CTileTriggerSwitchLogic,0x117e20,FUN_00517e20,trace,CTileTriggerSwitchLogic,3,own-or-inherited
CTileTriggerSwitchLogic,0x116a40,FUN_00516a40,trace,CTileTriggerSwitchLogic,3,own-or-inherited
CTileTriggerSwitchLogic,0x116610,FUN_00516610,trace,CTileTriggerSwitchLogic,2,own-or-inherited
CTileTriggerSwitchLogic,0x117150,FUN_00517150,trace,CTileTriggerSwitchLogic,2,own-or-inherited
CTileTriggerSwitchLogic,0x117710,FUN_00517710,trace,CTileTriggerSwitchLogic,2,own-or-inherited
CTileTriggerSwitchLogic,0x113d40,FUN_00513d40,trace,CTileTriggerSwitchLogic,2,own-or-inherited
CTileTriggerSwitchLogic,0x113dd0,FUN_00513dd0,trace,CTileTriggerSwitchLogic,2,own-or-inherited
CTileTriggerSwitchLogic,0x116e60,FUN_00516e60,trace,CTileTriggerSwitchLogic,2,own-or-inherited
CTileTriggerSwitchLogic,0x117200,FUN_00517200,trace,CTileTriggerSwitchLogic,2,own-or-inherited
CTileTriggerSwitchLogic,0x116ee0,FUN_00516ee0,trace,CTileTriggerSwitchLogic,1,own-or-inherited
CTileTriggerSwitchLogic,0x1170b0,FUN_005170b0,trace,CTileTriggerSwitchLogic,1,own-or-inherited
CTileTriggerSwitchLogic,0x117ec0,FUN_00517ec0,trace,CTileTriggerSwitchLogic,1,own-or-inherited
CTileTriggerSwitchLogic,0x1122a0,BuildRockBreakInGameText,trace,CTileTriggerSwitchLogic,1,own-or-inherited
CTileTriggerSwitchLogic,0x1171d0,FUN_005171d0,trace,CTileTriggerSwitchLogic,1,own-or-inherited
CTileTriggerSwitchLogic,0x117f60,FUN_00517f60,trace,CTileTriggerSwitchLogic,1,own-or-inherited
CTileTriggerTransition,0x10faf0,CTileTriggerTransition,known,,24,
CTileTriggerTransition,0x110070,FUN_00510070,trace,CTileTriggerTransition,24,own-or-inherited
CTileTriggerTransition,0x117f0,FUN_004117f0,trace,CTileTriggerTransition,24,own-or-inherited
CTileTriggerTransition,0x11730,FUN_00411730,trace,CTileTriggerTransition,9,own-or-inherited
CTimer,0x9bab0,FUN_0049bab0,trace,CTimer,6,own-or-inherited
CTimer,0x9bc70,FUN_0049bc70,trace,CTimer,6,own-or-inherited
CTimer,0x9bb00,LoadTimerSprite,known,,6,
CTimer,0x9c1c0,FUN_0049c1c0,trace,CTimer,3,own-or-inherited
CTimer,0x9c2e0,FUN_0049c2e0,trace,CTimer,3,own-or-inherited
CTimer,0x9c0e0,FUN_0049c0e0,trace,CTimer,2,own-or-inherited
CTimer,0x9bca0,FUN_0049bca0,trace,CTimer,1,own-or-inherited
CTimer,0x9bfa0,FUN_0049bfa0,trace,CTimer,1,own-or-inherited
CToobSpikez,0x1145c0,CToobSpikez,known,,8,
CToobSpikez,0x114860,FUN_00514860,trace,CToobSpikez,8,own-or-inherited
CToobSpikez,0x12c60,FUN_00412c60,trace,CToobSpikez,8,own-or-inherited
CUserBaseLink,0x16d710,CUserBaseLink,known,,24,
CUserLogic,0x58cd0,CUserLogic_058cd0,known,,24,
CUserLogic,0x16ea90,FUN_0056ea90,trace,CUserLogic,24,own-or-inherited
CUserLogic,0x5caa0,FUN_0045caa0,trace,CUserLogic,24,own-or-inherited
CUserLogic,0x4d800,winapi_04d800_CopyRect,known,,24,
CUserLogic,0x4dd50,LoadGruntTypeTable,trace,CUserLogic,24,own-or-inherited
CUserLogic,0x49c60,FUN_00449c60,trace,CUserLogic,24,own-or-inherited
CUserLogic,0x16e7f0,FUN_0056e7f0,trace,CCheckpointTrigger/CExitTrigger/CEyeCandy,24,"base of CCheckpointTrigger,CExitTrigger,CEyeCandy"
CUserLogic,0xf2f0,FUN_0040f2f0,trace,CUserLogic,24,own-or-inherited
CUserLogic,0x48360,FUN_00448360,trace,CUserLogic,24,own-or-inherited
CUserLogic,0x53b80,FUN_00453b80,trace,CUserLogic,13,own-or-inherited
CUserLogic,0x53f90,FUN_00453f90,trace,CUserLogic,13,own-or-inherited
CUserLogic,0x57ce0,FUN_00457ce0,trace,CUserLogic,12,own-or-inherited
CUserLogic,0x6a6d0,FUN_0046a6d0,trace,CUserLogic,11,own-or-inherited
CUserLogic,0x4d060,FUN_0044d060,trace,CUserLogic,10,own-or-inherited
CUserLogic,0x511b0,FUN_004511b0,trace,CUserLogic,9,own-or-inherited
CUserLogic,0x4b240,FUN_0044b240,trace,CUserLogic,8,own-or-inherited
CUserLogic,0x57d80,FUN_00457d80,trace,CUserLogic,8,own-or-inherited
CUserLogic,0x588f0,FUN_004588f0,trace,CUserLogic,7,own-or-inherited
CUserLogic,0x59230,FUN_00459230,trace,CUserLogic,7,own-or-inherited
CUserLogic,0x4b130,FUN_0044b130,trace,CUserLogic,6,own-or-inherited
CUserLogic,0x616e0,FUN_004616e0,trace,CUserLogic,6,own-or-inherited
CUserLogic,0x4b320,FUN_0044b320,trace,CUserLogic,4,own-or-inherited
CUserLogic,0x57c10,FUN_00457c10,trace,CUserLogic,3,own-or-inherited
CUserLogic,0x637a0,FUN_004637a0,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x51850,FUN_00451850,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x51a20,FUN_00451a20,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x52fb0,FUN_00452fb0,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x612a0,LoadGruntDecayConfig,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x68370,FUN_00468370,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x6b260,FUN_0046b260,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x617c0,FUN_004617c0,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x5b6f0,FUN_0045b6f0,trace,CUserLogic,2,own-or-inherited
CUserLogic,0xf26f0,FUN_004f26f0,trace,CUserLogic,2,own-or-inherited
CUserLogic,0x5d210,LoadGruntTuningConstants,trace,CUserLogic,1,own-or-inherited
CUserLogic,0xee800,winapi_0ee800_IntersectRect_PtInRect,known,,1,
CUserLogic,0x29a50,FUN_00429a50,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x5f310,FUN_0045f310,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x514a0,FUN_004514a0,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x4b370,FUN_0044b370,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x4c170,FUN_0044c170,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x4ac10,FUN_0044ac10,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x3c7f0,FUN_0043c7f0,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x57060,FUN_00457060,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x67850,FUN_00467850,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x65a60,LoadWandGruntItemConfig,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x62110,FUN_00462110,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x61570,LoadGruntDecayConfig2,trace,CUserLogic,1,own-or-inherited
CUserLogic,0x64540,winapi_064540_PostMessageA,known,,1,
CVoiceTrigger,0x119b50,CVoiceTrigger_119b50,known,,13,
CVoiceTrigger,0x135a0,FUN_004135a0,trace,CVoiceTrigger,13,own-or-inherited
