class,rva,name,source,observed_on,objects,note
(ambiguous),0xf9ea0,LoadGameAssetNamespaces,trace,CBootyState/CCreditsState/CMenuState/CPlay/CState/CmdHost_0953f0/PaintHost_0fac70/StatusBarItem,24,no common ancestor
(ambiguous),0x136260,FUN_00536260,trace,DirectSoundMgr/MallocCtor_136180,24,no common ancestor
(ambiguous),0x135300,FUN_00535300,trace,DirectSoundMgr/MallocCtor_136180,24,no common ancestor
(ambiguous),0xfa150,FUN_004fa150,trace,CBootyState/CCreditsState/CMenuState/CPlay/CState/CmdHost_0953f0/PaintHost_0fac70/StatusBarItem,24,no common ancestor
(ambiguous),0x138c20,thirdparty_138c20_AIL_allocate_sequence_handle_4_AIL_init_sequence_12_AIL_,trace,AilSeq/CGruntzSoundInnerZ,24,no common ancestor
(ambiguous),0x138a50,FUN_00538a50,trace,AilSeq/CGruntzSoundInnerZ,24,no common ancestor
(ambiguous),0x150eb0,FUN_00550eb0,trace,CGameObject/CGruntAnimPlayer/MallocCtor_15b390,24,no common ancestor
(ambiguous),0x150f90,FUN_00550f90,trace,CGameObject/CGruntAnimPlayer/MallocCtor_15b390,24,no common ancestor
(ambiguous),0x151070,FUN_00551070,trace,CGameObject/CGruntAnimPlayer/MallocCtor_15b390,24,no common ancestor
(ambiguous),0x16e4f0,FUN_0056e4f0,trace,CGruntStartingPoint/CSecretLevelTrigger/CTileTrigger/CTileTriggerSwitch/CVoiceTrigger/CWarlord,24,no common ancestor
(ambiguous),0x8b90,FUN_00408b90,trace,CGruntStartingPoint/CSecretLevelTrigger/CTileTrigger/CTileTriggerSwitch/CVoiceTrigger/CWarlord,24,no common ancestor
(ambiguous),0x15b790,FUN_0055b790,trace,CGameObject/CGruntAnimPlayer/MallocCtor_15b390,24,no common ancestor
(ambiguous),0x50ca0,FUN_00450ca0,trace,CGrunt/CUserLogic,24,no common ancestor
(ambiguous),0x113860,FUN_00513860,trace,CGruntzApp/CTileTriggerSwitchLogic,24,no common ancestor
(ambiguous),0x1138b0,FUN_005138b0,trace,CGruntzApp/CTileTriggerSwitchLogic,24,no common ancestor
(ambiguous),0x12070,FUN_00412070,trace,CGruntHealthSprite/CGruntStaminaSprite,24,no common ancestor
(ambiguous),0x60150,LoadGruntDeathAnimations,trace,CGrunt/CUserLogic,24,no common ancestor
(ambiguous),0x517b0,FUN_004517b0,trace,CGrunt/CUserLogic,24,no common ancestor
(ambiguous),0xfa1f0,FUN_004fa1f0,trace,CBootyState/CCreditsState/CMenuState/CPlay/CState/CmdHost_0953f0/PaintHost_0fac70/StatusBarItem,22,no common ancestor
(ambiguous),0x65e80,LoadPickupSprites,trace,CGrunt/CUserLogic,22,no common ancestor
(ambiguous),0x110570,LoadSwitchDownSprite,trace,CGruntzApp/CTileTriggerSwitchLogic,22,no common ancestor
(ambiguous),0xfa8f0,FUN_004fa8f0,trace,CBootyState/CCreditsState/CMenuState/CPlay/CState/CmdHost_0953f0/PaintHost_0fac70/StatusBarItem,21,no common ancestor
(ambiguous),0x135c20,FUN_00535c20,trace,CStatusBarMgr/DirectSoundMgr,21,no common ancestor
(ambiguous),0x52f40,FUN_00452f40,trace,CGrunt/CUserLogic,18,no common ancestor
(ambiguous),0x65630,LoadBombGruntRunConfig,trace,CGrunt/CUserLogic,17,no common ancestor
(ambiguous),0x61940,FUN_00461940,trace,CGrunt/CUserLogic,15,no common ancestor
(ambiguous),0x514e0,FUN_004514e0,trace,CGrunt/CUserLogic,14,no common ancestor
(ambiguous),0x646b0,FUN_004646b0,trace,CGrunt/CUserLogic,14,no common ancestor
(ambiguous),0x597a0,LoadGruntCombatAnimations,trace,CGrunt/CUserLogic,14,no common ancestor
(ambiguous),0x57db0,winapi_057db0_IntersectRect,trace,CGrunt/CUserLogic,10,no common ancestor
(ambiguous),0x161f00,FUN_00561f00,trace,MallocCtor_1615a0/WwdFile,9,no common ancestor
(ambiguous),0x163670,FUN_00563670,trace,MallocCtor_1615a0/WwdFile,9,no common ancestor
(ambiguous),0x5b050,FUN_0045b050,trace,CGrunt/CUserLogic,9,no common ancestor
(ambiguous),0x163af0,FUN_00563af0,trace,MallocCtor_1615a0/WwdFile,9,no common ancestor
(ambiguous),0xcb480,FUN_004cb480,trace,CPlay/PaintHost_0fac70/StatusBarItem,8,no common ancestor
(ambiguous),0xcee70,FUN_004cee70,trace,CPlay/PaintHost_0fac70/StatusBarItem,8,no common ancestor
(ambiguous),0x1628f0,FUN_005628f0,trace,MallocCtor_1615a0/WwdFile,8,no common ancestor
(ambiguous),0x163420,FUN_00563420,trace,MallocCtor_1615a0/WwdFile,8,no common ancestor
(ambiguous),0x1633e0,FUN_005633e0,trace,MallocCtor_1615a0/WwdFile,8,no common ancestor
(ambiguous),0xc8700,FUN_004c8700,trace,CPlay/PaintHost_0fac70/StatusBarItem,8,no common ancestor
(ambiguous),0xcb400,FUN_004cb400,trace,CPlay/PaintHost_0fac70/StatusBarItem,8,no common ancestor
(ambiguous),0x136300,FUN_00536300,trace,CStatusBarItem2/DirectSoundMgr,7,no common ancestor
(ambiguous),0x68520,LoadBombGruntRunConfig2,trace,CGrunt/CUserLogic,7,no common ancestor
(ambiguous),0x52c70,FUN_00452c70,trace,CGrunt/CUserLogic,7,no common ancestor
(ambiguous),0xfa350,FUN_004fa350,trace,CCreditsState/CPlay/PaintHost_0fac70,6,no common ancestor
(ambiguous),0xc7ec0,winapi_0c7ec0_timeGetTime,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xcffe0,LoadImageBanks_vfunc29,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd95f0,winapi_0d95f0_wsprintfA,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdb600,LoadActionTileSprites,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdb7e0,LoadLevelImages,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdb8a0,FUN_004db8a0,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdd540,BuildSpriteImageKeyTable,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdb6c0,LoadLevelSounds,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdb930,FUN_004db930,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdd830,FUN_004dd830,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdc060,LoadLevelEffectSprites,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdb750,FUN_004db750,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdb9b0,FUN_004db9b0,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xddaa0,BuildAnizKeyTable,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdbc80,BuildWorldLevelPath,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd65d0,LoadWarlordSprites,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd53d0,FUN_004d53d0,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd53a0,FUN_004d53a0,trace,MallocCtor_1615a0/WwdFile,6,no common ancestor
(ambiguous),0xd5960,FUN_004d5960,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xdba30,BuildMusicCategoryTable,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd8c60,winapi_0d8c60_SetRect,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xc8a10,winapi_0c8a10_GetCursorPos,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd6fa0,FUN_004d6fa0,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd60b0,winapi_0d60b0_wsprintfA,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xd2b20,FUN_004d2b20,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0xda2d0,FUN_004da2d0,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0x52ed0,FUN_00452ed0,trace,CGrunt/CUserLogic,6,no common ancestor
(ambiguous),0x641b0,BuildGruntExitAnimation,trace,CGrunt/CUserLogic,6,no common ancestor
(ambiguous),0xd6440,FUN_004d6440,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0x8c830,FUN_0048c830,trace,CPlay/PaintHost_0fac70/StatusBarItem,6,no common ancestor
(ambiguous),0x77dc0,FUN_00477dc0,trace,MallocCtor_1615a0/WwdFile,5,no common ancestor
(ambiguous),0xda440,FUN_004da440,trace,CPlay/PaintHost_0fac70,5,no common ancestor
(ambiguous),0xd9240,FUN_004d9240,trace,CPlay/PaintHost_0fac70/StatusBarItem,5,no common ancestor
(ambiguous),0x1d3330,FUN_005d3330,trace,CBattlezDlg/CBattlezDlgColors/CCheckpointDlg/CNetMgr,4,no common ancestor
(ambiguous),0xdb1d0,FUN_004db1d0,trace,CNetMgr/CState,4,no common ancestor
(ambiguous),0x13f460,winapi_13f460_CopyRect,trace,CDDSurface/CFileImage,3,no common ancestor
(ambiguous),0xdd340,BuildWarlordNameTable,trace,CPlay/PaintHost_0fac70,3,no common ancestor
(ambiguous),0xcee90,FUN_004cee90,trace,CPlay/StatusBarItem,3,no common ancestor
(ambiguous),0xcef00,FUN_004cef00,trace,CPlay/StatusBarItem,3,no common ancestor
(ambiguous),0xda3b0,FUN_004da3b0,trace,CPlay/PaintHost_0fac70,3,no common ancestor
(ambiguous),0xd1710,LoadSBITextEdges,trace,CPlay/PaintHost_0fac70,3,no common ancestor
(ambiguous),0xd7520,winapi_0d7520_wsprintfA,trace,CPlay/PaintHost_0fac70,3,no common ancestor
(ambiguous),0xfafa0,FUN_004fafa0,trace,CPlay/PaintHost_0fac70,3,no common ancestor
(ambiguous),0x163710,FUN_00563710,trace,MallocCtor_1615a0/WwdFile,3,no common ancestor
(ambiguous),0xfaff0,FUN_004faff0,trace,CPlay/PaintHost_0fac70,3,no common ancestor
(ambiguous),0xd79d0,FUN_004d79d0,trace,CPlay/PaintHost_0fac70,3,no common ancestor
(ambiguous),0x163780,FUN_00563780,trace,MallocCtor_1615a0/WwdFile,3,no common ancestor
ActionHost_0d7220,0xd7220,Begin,known,,2,
AilMgr_1384f0,0x1384f0,Shutdown,known,,1,
AilSeq,0x138e60,Stop,known,,24,
AilSeq,0x138dd0,ReleaseHandle,known,,24,
AilSeq,0x138e10,Play,known,,14,
AilSeq,0x138ed0,Resume,known,,3,
AilSeq,0x139030,SetLoop,known,,3,
AilSeq,0x138e90,Pause,known,,1,
BlitHost_0d00a0,0xd00a0,Show,known,,1,
BootyState,0x18d30,vfunc_9,known,,2,
ButeMgr,0x170750,ParseAttributeFile,known,,1,
CActionOptionsMenuBar,0x9090,FUN_00409090,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x90e0,LoadAssets,known,,1,
CActionOptionsMenuBar,0x9220,FUN_00409220,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x9330,FUN_00409330,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x9650,FUN_00409650,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x9300,FUN_00409300,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x94c0,FUN_004094c0,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x97f0,FUN_004097f0,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x9760,FUN_00409760,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x9810,FUN_00409810,trace,CActionOptionsMenuBar,1,own-or-inherited
CActionOptionsMenuBar,0x92e0,FUN_004092e0,trace,CActionOptionsMenuBar,1,own-or-inherited
CAmbientSound,0xb7b0,Stub_00b7b0,known,,1,
CAttract,0xa03f0,LoadTitleConfig,known,,8,
CAttract,0x13fb0,vfunc_1,known,,3,
CAttract,0xa0a30,vfunc_6,known,,1,
CAttract,0x39160,vfunc_10,known,,1,
CBattlezDlg,0x14b30,CBattlezDlg,known,,1,
CBattlezDlg,0x15ac0,FUN_00415ac0,trace,CBattlezDlg,1,own-or-inherited
CBattlezDlg,0x15db0,FUN_00415db0,trace,CBattlezDlg,1,own-or-inherited
CBattlezDlg,0x15b40,FUN_00415b40,trace,CBattlezDlg,1,own-or-inherited
CBattlezDlg,0x15bc0,FUN_00415bc0,trace,CBattlezDlg,1,own-or-inherited
CBattlezDlg,0x15c40,FUN_00415c40,trace,CBattlezDlg,1,own-or-inherited
CBattlezDlg,0x171b0,winapi_0171b0_GetWindow_SendMessageA,known,,1,
CBattlezDlg,0x16cd0,winapi_016cd0_InvalidateRect,known,,1,
CBattlezDlg,0x17460,FUN_00417460,trace,CBattlezDlg,1,own-or-inherited
CBattlezDlg,0x16dc0,winapi_016dc0_InvalidateRect,known,,1,
CBattlezDlg,0x16e90,winapi_016e90_InvalidateRect,known,,1,
CBattlezDlg,0x16f60,winapi_016f60_InvalidateRect,known,,1,
CBattlezDlgColors,0x17930,CBattlezDlgColors,known,,1,
CBattlezDlgColors,0x17ac0,FUN_00417ac0,trace,CBattlezDlgColors,1,own-or-inherited
CBattlezMapConfig,0x25020,LoadConfig,known,,4,
CBehindCandy,0xac3f0,CBehindCandy,known,,24,
CBehindCandy,0xfc30,FUN_0040fc30,trace,CBehindCandy,24,own-or-inherited
CBehindCandy,0xfb70,FUN_0040fb70,trace,CBehindCandy,8,own-or-inherited
CBehindCandyAni,0xad540,CBehindCandyAni,known,,24,
CBehindCandyAni,0x100f0,FUN_004100f0,trace,CBehindCandyAni,24,own-or-inherited
CBehindCandyAni,0xadbb0,FUN_004adbb0,trace,CBehindCandyAni,3,own-or-inherited
CBoomerang,0xe0650,CBoomerang,known,,6,
CBootyState,0x1d440,vfunc_1,known,,3,
CBootyState,0x1ecf0,FUN_0041ecf0,trace,CBootyState,3,own-or-inherited
CBootyState,0x1e570,FUN_0041e570,trace,CBootyState,3,own-or-inherited
CBootyState,0x8d510,FUN_0048d510,trace,CBootyState,3,own-or-inherited
CBootyState,0x1e520,FUN_0041e520,trace,CBootyState,3,own-or-inherited
CBootyState,0x8d3f0,Update,known,,1,
CBootyState,0x1c210,CheckWarpLetterBonus,trace,CBootyState,1,own-or-inherited
CBootyState,0x196c0,FUN_004196c0,trace,CBootyState,1,own-or-inherited
CBootyState,0x19b90,FUN_00419b90,trace,CBootyState,1,own-or-inherited
CBootyState,0x1c0f0,FUN_0041c0f0,trace,CBootyState,1,own-or-inherited
CBrickz,0x10e800,CBrickz,known,,24,
CBrickz,0x113c0,FUN_004113c0,trace,CBrickz,24,own-or-inherited
CBrickz,0x9356c,FUN_0049356c,trace,CBrickz,2,own-or-inherited
CBrickz,0xec230,FUN_004ec230,trace,CBrickz,2,own-or-inherited
CBrickz,0x85480,FUN_00485480,trace,CBrickz,1,own-or-inherited
CBrickz,0x810f0,LoadAttributes,known,,1,
CBrickz,0x9ea60,winapi_09ea60_IntersectRect,known,,1,
CBrickz,0x82030,FUN_00482030,trace,CBrickz,1,own-or-inherited
CBrickz,0x81e10,FUN_00481e10,trace,CBrickz,1,own-or-inherited
CBrickz,0x9eca0,FUN_0049eca0,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f370,FUN_0049f370,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f430,FUN_0049f430,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f010,FUN_0049f010,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f470,FUN_0049f470,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f500,FUN_0049f500,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f590,FUN_0049f590,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f5d0,FUN_0049f5d0,trace,CBrickz,1,own-or-inherited
CBrickz,0x77790,FUN_00477790,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f690,FUN_0049f690,trace,CBrickz,1,own-or-inherited
CBrickz,0x82430,FUN_00482430,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f7f0,FUN_0049f7f0,trace,CBrickz,1,own-or-inherited
CBrickz,0x9f710,FUN_0049f710,trace,CBrickz,1,own-or-inherited
CButeMgr,0x170380,FUN_00570380,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x170330,FUN_00570330,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x171580,FUN_00571580,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x170390,FUN_00570390,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x1704c0,Parse,known,,1,
CButeMgr,0x170400,FUN_00570400,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x1703e0,FUN_005703e0,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x170430,FUN_00570430,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x170460,FUN_00570460,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x1711b0,ParseTagLine,known,,1,
CButeMgr,0x170710,ScanToken,known,,1,
CButeMgr,0x171160,FUN_00571160,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x171aa0,GetIntDef,known,,1,
CButeMgr,0x171a60,FUN_00571a60,trace,CButeMgr,1,own-or-inherited
CButeMgr,0x173180,GetStringDef,known,,1,
CButeMgr,0x1721e0,GetDwordDef,known,,1,
CButeMgr,0x171af0,GetInt,known,,1,
CButeMgr,0x172240,GetDword,known,,1,
CButeMgr,0x213c0,FUN_004213c0,trace,CButeMgr,1,own-or-inherited
CButeMgrHelper,0x169c00,FUN_00569c00,trace,CButeMgrHelper,4,own-or-inherited
CButeMgrHelper,0x169dd0,FUN_00569dd0,trace,CButeMgrHelper,4,own-or-inherited
CButeMgrHelper,0x169d70,FuncB,known,,4,
CButeMgrHelper,0x1697c0,FUN_005697c0,trace,CButeMgrHelper,2,own-or-inherited
CButeMgrHelper,0x16b650,FUN_0056b650,trace,CButeMgrHelper,2,own-or-inherited
CButeMgrHelper,0x1699c0,FUN_005699c0,trace,CButeMgrHelper,2,own-or-inherited
CButeMgrHelper,0x16c0c0,FUN_0056c0c0,trace,CButeMgrHelper,2,own-or-inherited
CButeNodeBase,0x16dff0,CButeNodeBase,known,,24,
CButeTree,0x16d190,Find,known,,23,
CButeTree,0x16db90,Insert,known,,23,
CButeTree,0x16e070,FUN_0056e070,trace,CButeTree,7,own-or-inherited
CCheckpointDlg,0x234a0,CCheckpointDlg,known,,1,
CCheckpointDlg,0x23570,FUN_00423570,trace,CCheckpointDlg,1,own-or-inherited
CCheckpointTrigger,0x10ee20,CCheckpointTrigger,known,,9,
CCheckpointTrigger,0x11480,FUN_00411480,trace,CCheckpointTrigger,9,own-or-inherited
CContainerErr,0x16d9c0,CContainerErr,known,,24,
CCreditsState,0x8d590,Update,known,,1,
CCreditsState,0x38d20,LoadCreditzStateAssets,trace,CCreditsState,1,own-or-inherited
CCreditsState,0x39c40,FUN_00439c40,trace,CCreditsState,1,own-or-inherited
CCreditsState,0x39570,InitAttractTitle,trace,CCreditsState,1,own-or-inherited
CCreditsState,0x391d0,Render,known,,1,
CCreditsState,0x39c60,FUN_00439c60,trace,CCreditsState,1,own-or-inherited
CCreditsState,0x396f0,winapi_0396f0_SelectClipRgn_SetBkMode,known,,1,
CCreditsState,0x39d00,FUN_00439d00,trace,CCreditsState,1,own-or-inherited
CCreditsState,0x8d5e0,Stub_08d5e0,known,,1,
CCreditsState,0x38f00,FUN_00438f00,trace,CCreditsState,1,own-or-inherited
CCursorSnapSprite,0x3a340,CCursorSnapSprite,known,,8,
CCursorSnapSprite,0x11920,FUN_00411920,trace,CCursorSnapSprite,8,own-or-inherited
CCursorSnapSprite,0x11880,FUN_00411880,trace,CCursorSnapSprite,3,own-or-inherited
CDDPalette,0x1474d0,FUN_005474d0,trace,CDDPalette,24,own-or-inherited
CDDPalette,0x147390,Create,known,,24,
CDDPalette,0x147530,FUN_00547530,trace,CDDPalette,24,own-or-inherited
CDDSurface,0x13e6d0,Lock,known,,24,
CDDSurface,0x13eaa0,SetColorKey,known,,24,
CDDSurface,0x13ee60,Blt,known,,2,
CDDSurface,0x13e850,Flip,known,,1,
CDDSurface,0x13ef90,BltFast,known,,1,
CDDSurface,0x13eef0,BltEx,known,,1,
CDDSurface,0x142a40,FUN_00542a40,trace,CDDSurface,1,own-or-inherited
CDDrawChildGroup,0x159a70,Stub_159a70,known,,1,
CDDrawChildGroup,0x1591f0,Stub_1591f0,known,,1,
CDDrawChildGroup,0x159c90,VirtualMethodUnknown28,known,,1,
CDDrawChildGroup,0x1591e0,VirtualMethodUnknown1C,known,,1,
CDDrawMapHolder,0x157bc0,ClearUnknownMap,known,,1,
CDDrawSubMgr,0x156cb0,CDDrawSubMgr,known,,24,
CDDrawSubMgr,0x15c290,FUN_0055c290,trace,CDDrawSubMgr,24,own-or-inherited
CDDrawSubMgr,0x15c2d0,FUN_0055c2d0,trace,CDDrawSubMgr,24,own-or-inherited
CDDrawSubMgr,0x15c2c0,FUN_0055c2c0,trace,CDDrawSubMgr,24,own-or-inherited
CDDrawSubMgr,0x15c900,FUN_0055c900,trace,CDDrawSubMgr,24,own-or-inherited
CDDrawSubMgr,0x15c970,FUN_0055c970,trace,CDDrawSubMgr,24,own-or-inherited
CDDrawSubMgr,0x15c360,FUN_0055c360,trace,CDDrawSubMgr,18,own-or-inherited
CDDrawSubMgr,0x158b40,FUN_00558b40,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x158c70,FUN_00558c70,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x158d20,FUN_00558d20,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x158e40,FUN_00558e40,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x158ee0,FUN_00558ee0,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x158e90,FUN_00558e90,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15aa90,FUN_0055aa90,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15aba0,FUN_0055aba0,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x159e40,FUN_00559e40,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x159600,FUN_00559600,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15ab70,FUN_0055ab70,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15abc0,FUN_0055abc0,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15acb0,FUN_0055acb0,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15ac20,FUN_0055ac20,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15b020,FUN_0055b020,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x15b1d0,FUN_0055b1d0,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x159ef0,FUN_00559ef0,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x158dc0,FUN_00558dc0,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x31250,FUN_00431250,trace,CDDrawSubMgr,1,own-or-inherited
CDDrawSubMgr,0x1574d0,~CDDrawSubMgr,known,,1,
CDDrawSubMgr,0x157630,Constructor_157630,known,,1,
CDDrawSubMgrBase,0x156e10,Constructor_156e10,known,,1,
CDDrawSubMgrDraco,0x158ac0,VirtualMethodUnknown1C,known,,1,
CDDrawSubMgrLeaf,0x1583c0,FUN_005583c0,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x157ee0,FUN_00557ee0,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x157d70,FUN_00557d70,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x1584f0,FUN_005584f0,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x157c70,FUN_00557c70,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x5b7e0,FUN_0045b7e0,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x158570,FUN_00558570,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x114120,FUN_00514120,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x157570,FUN_00557570,trace,CDDrawSubMgrLeaf,1,own-or-inherited
CDDrawSubMgrLeaf,0x157ae0,VirtualMethodUnknown18,known,,1,
CDDrawSurfaceMgr,0x156020,FUN_00556020,trace,CDDrawSurfaceMgr,1,own-or-inherited
CDDrawSurfaceMgr,0x155f50,UnknownVirtualMethod28,known,,1,
CDDrawSurfaceMgr,0x1558b0,FUN_005558b0,trace,CDDrawSurfaceMgr,1,own-or-inherited
CDDrawSurfaceMgr,0x155e20,FUN_00555e20,trace,CDDrawSurfaceMgr,1,own-or-inherited
CDDrawWorkerCache,0x1652c0,VirtualMethodUnknown24,known,,1,
CDDrawWorkerCache,0x157720,VirtualMethod_157720,known,,1,
CDDrawWorkerList,0x163c60,VirtualMethodUnknown1C,known,,1,
CDDrawWorkerList,0x163bf0,VirtualMethodUnknown34,known,,1,
CDDrawWorkerList,0x156f50,Stub_156f50,known,,1,
CDDrawWorkerList,0x163bc0,FUN_00563bc0,trace,CDDrawWorkerList,1,own-or-inherited
CDDrawWorkerMapSmall,0x1658c0,Stub_1658c0,known,,1,
CDDrawWorkerMapSmall,0x156d20,FUN_00556d20,trace,CDDrawWorkerMapSmall,1,own-or-inherited
CDDrawWorkerMapSmall,0x165810,FUN_00565810,trace,CDDrawWorkerMapSmall,1,own-or-inherited
CDDrawWorkerRegistry,0x155810,StringCopy_155810,known,,24,
CDDrawWorkerRegistry,0x15cc30,FUN_0055cc30,trace,CDDrawWorkerRegistry,12,own-or-inherited
CDDrawWorkerRegistry,0x151f00,FUN_00551f00,trace,CDDrawWorkerRegistry,5,own-or-inherited
CDDrawWorkerRegistry,0x155550,FUN_00555550,trace,CDDrawWorkerRegistry,1,own-or-inherited
CDDrawWorkerRegistry,0x154f80,Stub_154f80,known,,1,
CDDrawWorkerRegistry,0x156ec0,VirtualMethodUnknown54,known,,1,
CDDrawWorkerRegistry,0x155360,FUN_00555360,trace,CDDrawWorkerRegistry,1,own-or-inherited
CDDrawWorkerRegistry,0x165360,FUN_00565360,trace,CDDrawWorkerRegistry,1,own-or-inherited
CDDrawWorkerRegistry,0x155630,FUN_00555630,trace,CDDrawWorkerRegistry,1,own-or-inherited
CDDrawWorkerRegistry,0x154ac0,VirtualMethodUnknown1C,known,,1,
CDDrawWorkerRegistry,0x1552b0,MapTeardown_1552b0,known,,1,
CDDrawWorkerRegistry,0x165210,VirtualMethodUnknown58,known,,1,
CDoNothing,0xac1d0,CDoNothing,known,,24,
CDoNothing,0xf6b0,FUN_0040f6b0,trace,CDoNothing,24,own-or-inherited
