rva,unit,opt,size,name
0x1000,SOURCE/SMACKMGR,Od,0x4e,?ConvertSmackerPalette@@YIXPAE@Z
0x104e,SOURCE/SMACKMGR,Od,0x21f,?DoAdvance@@YIXPAUSmackTag@@HHHH@Z
0x126d,SOURCE/SMACKMGR,Od,0x118c,?SmackManagerMain@@YIXXZ
0x23f9,SOURCE/SMACKMGR,Od,0x56,?ShutDownSmacker@@YIXXZ
0x244f,SOURCE/SMACKMGR,Od,0x17f,?PlaySmacker@@YIHH@Z
0x25ce,SOURCE/SMACKMGR,Od,0x65,?ExpansionCampaignRect@@YIHHH@Z
0x2633,SOURCE/SMACKMGR,Od,0x89,?PointInRect@@YICHHPAUtag_rect@@@Z
0x26bc,SOURCE/SMACKMGR,Od,0x251,?PrintSummaryInfo@@YIXPAUSmackSumTag@@@Z
0x2910,SOURCE/DRAWING,Od,0x41,?NoShowCombatLog@combatManager@@QAEXPAD@Z
0x2951,SOURCE/DRAWING,Od,0xda,?ClearCombatMessages@combatManager@@QAEXH@Z
0x2a2b,SOURCE/DRAWING,Od,0x5d,?CheckUpdateCombatMessages@combatManager@@QAEXXZ
0x2a88,SOURCE/DRAWING,Od,0x3f8,?CombatMessage@combatManager@@QAEXPADHHH@Z
0x2e80,SOURCE/DRAWING,Od,0x3fe,?CombatMessage@combatManager@@QAEXH@Z
0x327e,SOURCE/DRAWING,Od,0x126,?ResetLimitCreature@combatManager@@QAEXXZ
0x33a4,SOURCE/DRAWING,Od,0x6a,?UpdateCombatArea@combatManager@@QAEXXZ
0x340e,SOURCE/DRAWING,Od,0x213,?SetupGridForArmy@combatManager@@QAEXPAVarmy@@@Z
0x3621,SOURCE/DRAWING,Od,0x5fb,?UpdateGrid@combatManager@@QAEHHH@Z
0x3c1c,SOURCE/DRAWING,Od,0x364,?DrawBackground@combatManager@@QAEXXZ
0x3f80,SOURCE/DRAWING,Od,0x64c,?UpdateMouseGrid@combatManager@@QAEXHH@Z
0x45cc,SOURCE/DRAWING,Od,0x173f,?DrawFrame@combatManager@@QAEXHHHHHHH@Z
0x5d0b,SOURCE/DRAWING,Od,0xb99,?DrawSmallView@combatManager@@QAEXHH@Z
0x68b0,SOURCE/Wsnetwin,Od,0x5b5,?wsnet_init@@YIFXZ
0x6e65,SOURCE/Wsnetwin,Od,0xd2,?wsnet_term@@YIXXZ
0x6f37,SOURCE/Wsnetwin,Od,0x1f5,?wsSendMessage@@YIXHEGPAX@Z
0x712c,SOURCE/Wsnetwin,Od,0x61,?wsnet_snd@@YIHHHPAX@Z
0x718d,SOURCE/Wsnetwin,Od,0xa7,?wsnet_rcv@@YIFFGPAX@Z
0x7234,SOURCE/Wsnetwin,Od,0xaf,?wsProcessMessages@@YIXXZ
0x72e3,SOURCE/Wsnetwin,Od,0x37d,?wsEvaluateMessage@@YIXKH@Z
0x7660,SOURCE/Wsnetwin,Od,0x2e,?wsWaitForFirstGuest@@YIHXZ
0x768e,SOURCE/Wsnetwin,Od,0xb8,?wsWaitForExtraGuests@@YIHXZ
0x7746,SOURCE/Wsnetwin,Od,0x126,?wsWaitForHost@@YIHXZ
0x7870,SOURCE/Overview,Od,0x223e,?SetupDynamicStuff@game@@QAEXHHH@Z
0x9aae,SOURCE/Overview,Od,0x357,?SetupNewOverviewType@game@@QAEXHH@Z
0x9e05,SOURCE/Overview,Od,0x84,?SetupResources@game@@QAEXXZ
0x9e89,SOURCE/Overview,Od,0x4c7,?Overview@game@@QAEXXZ
0xa350,SOURCE/Overview,Od,0x31f,?DoKnob@game@@QAEXXZ
0xa66f,SOURCE/Overview,Od,0x4fd,?OverviewHandler@@YIHAAUtag_message@@@Z
0xab6c,SOURCE/Overview,Od,0x4fa,?ProcessIconSelect@game@@QAEHHH@Z
0xb070,EDITOR/mapcell,Od,0x36,??0fullMap@@QAE@XZ
0xb0a6,EDITOR/mapcell,Od,0x1e,??1fullMap@@QAE@XZ
0xb0c4,EDITOR/mapcell,Od,0x81,?Close@fullMap@@QAEXXZ
0xb145,EDITOR/mapcell,Od,0x53,?Init@fullMap@@QAEXHH@Z
0xb198,EDITOR/mapcell,Od,0xce,?ClearCellExtra@fullMap@@QAEXH@Z
0xb266,EDITOR/mapcell,Od,0x130,?GetNewCellExtraIndex@fullMap@@QAEHXZ
0xb396,EDITOR/mapcell,Od,0x1d3,?GetNewCellExtraOverlay@fullMap@@QAEPAUmapCellExtra@@HH@Z
0xb569,EDITOR/mapcell,Od,0x1d3,?GetNewCellExtraObject@fullMap@@QAEPAUmapCellExtra@@HH@Z
0xb73c,EDITOR/mapcell,Od,0x9e,?Write@fullMap@@QAEXH@Z
0xb7da,EDITOR/mapcell,Od,0x295,?Read@fullMap@@QAEXHH@Z
0xba6f,EDITOR/mapcell,Od,0x2ea,?ChangeTilesetIndex@fullMap@@QAEXPAVmapCell@@HHHHHH@Z
0xbd60,SOURCE/VIEW,Od,0x6d3,?ViewGeneral@combatManager@@QAEHHHH@Z
0xc433,SOURCE/VIEW,Od,0x351,?HandleViewGeneral@@YIHAAUtag_message@@@Z
0xc784,SOURCE/VIEW,Od,0x165,?ViewArmy@combatManager@@QAEXPAVarmy@@H@Z
0xc8f0,SOURCE/Modem,Od,0x24e,?ModemSetup@@YIXH@Z
0xcb3e,SOURCE/Modem,Od,0x9e,?Dial@@YIJXZ
0xcbdc,SOURCE/Modem,Od,0x54,?Wait@@YIJXZ
0xcc30,SOURCE/Modem,Od,0x79,?GUIModemCommand@@YIXPAD0@Z
0xcca9,SOURCE/Modem,Od,0x95,?GUIModemCommandExec@@YICXZ
0xcd3e,SOURCE/Modem,Od,0x8e,?ModemCommand@@YIXPAD@Z
0xcdcc,SOURCE/Modem,Od,0x82,?GUIModemResponse@@YICPAD0@Z
0xce4e,SOURCE/Modem,Od,0xe2,?GUIModemResponseExec@@YICXZ
0xcf30,SOURCE/Modem,Od,0x4e,?write_buffer@@YIHPADH@Z
0xcf7e,SOURCE/Modem,Od,0x47,?read_byte@@YIHXZ
0xcfc5,SOURCE/Modem,Od,0x27,?write_byte@@YIXH@Z
0xcfec,SOURCE/Modem,Od,0x1bb,?Connect@@YIXXZ
0xd1a7,SOURCE/Modem,Od,0x211,?WaitForDirectConnect@@YIHXZ
0xd3b8,SOURCE/Modem,Od,0x127,?ReadPacket@@YIDXZ
0xd4df,SOURCE/Modem,Od,0xff,?WriteModemPacket@@YIXPADH@Z
0xd5e0,SOURCE/CURSOR,Od,0x138,?StartCursor@advManager@@QAEXH@Z
0xd718,SOURCE/CURSOR,Od,0x11c,?StopCursor@advManager@@QAEXH@Z
0xd834,SOURCE/CURSOR,Od,0x5f8,?DrawCursor@advManager@@QAEXXZ
0xde2c,SOURCE/CURSOR,Od,0x36c,?DrawCursorShadow@advManager@@QAEXXZ
0xe198,SOURCE/CURSOR,Od,0x85,?GetCursorBaseFrame@advManager@@QAEHH@Z
0xe21d,SOURCE/CURSOR,Od,0x256,?TurnTo@advManager@@QAEXH@Z
0xe473,SOURCE/CURSOR,Od,0xac,?GetMoveShowIt@advManager@@QAEHPAVhero@@H@Z
0xe51f,SOURCE/CURSOR,Od,0x1234,?MoveHero@advManager@@QAEPAVmapCell@@HHPAH00H0H@Z
0xf753,SOURCE/CURSOR,Od,0x174,?CheckAdjacentMon@advManager@@QAEXPAH@Z
0xf8c7,SOURCE/CURSOR,Od,0x14e,?ValidMoveWithEvent@advManager@@QAEHPAVhero@@H@Z
0xfa15,SOURCE/CURSOR,Od,0x4f2,?ValidMove@advManager@@QAEHHH@Z
0xff07,SOURCE/CURSOR,Od,0x24b,?MoveOrigin@advManager@@QAEXHH@Z
0x10152,SOURCE/CURSOR,Od,0x74f,?ProcessMapChange@advManager@@QAEXUSMapChange@@@Z
0x108a1,SOURCE/CURSOR,Od,0x1ba,?ProcessIncomingSingleMapChange@advManager@@QAEXPAUSMapChange@@@Z
0x10a5b,SOURCE/CURSOR,Od,0xce,?ProcessIncomingGroupMapChange@advManager@@QAEXPAD@Z
0x10b29,SOURCE/CURSOR,Od,0x75,?PurgeMapChangeQueue@advManager@@QAEXXZ
0x10b9e,SOURCE/CURSOR,Od,0x1d4,?UnwindMapChangeQueue@advManager@@QAEXHH@Z
0x10d72,SOURCE/CURSOR,Od,0x11a,?SendMapChange@@YIXHCEEHEE@Z
0x10e90,SOURCE/SETUP,Od,0x2f,?SetupCampaignGame@game@@QAEHXZ
0x10ebf,SOURCE/SETUP,Od,0x141,?SetupBaud@game@@QAEHXZ
0x11000,SOURCE/SETUP,Od,0x200,?SetupComPort@game@@QAEHXZ
0x11200,SOURCE/SETUP,Od,0x238,?SetupHotSeatGame@game@@QAEHXZ
0x11438,SOURCE/SETUP,Od,0x127,?SetupNetworkGame@game@@QAEHXZ
0x1155f,SOURCE/SETUP,Od,0x236,?SetupNetworkGame2@game@@QAEHXZ
0x11795,SOURCE/SETUP,Od,0x317,?SetupModemGame@game@@QAEHXZ
0x11aac,SOURCE/SETUP,Od,0x257,?SetupMultiPlayerGame@game@@QAEHXZ
0x11d03,SOURCE/SETUP,Od,0x6c9,?SetupGame@game@@QAEHXZ
0x123cc,SOURCE/SETUP,Od,0x2aa,?PickLoadGame@game@@QAEHXZ
0x12676,SOURCE/SETUP,Od,0x1e,?SetupCampaignGameHandler@@YIHAAUtag_message@@@Z
0x12694,SOURCE/SETUP,Od,0x13e,?SetupComPortHandler@@YIHAAUtag_message@@@Z
0x127d2,SOURCE/SETUP,Od,0x13e,?SetupBaudHandler@@YIHAAUtag_message@@@Z
0x12910,SOURCE/SETUP,Od,0x118,?SetupHotSeatGameHandler@@YIHAAUtag_message@@@Z
0x12a28,SOURCE/SETUP,Od,0x12e,?SetupModemGameHandler@@YIHAAUtag_message@@@Z
0x12b56,SOURCE/SETUP,Od,0x108,?SetupMultiPlayerGameHandler@@YIHAAUtag_message@@@Z
0x12c5e,SOURCE/SETUP,Od,0xd7,?SetupNetworkGameHandler@@YIHAAUtag_message@@@Z
0x12d35,SOURCE/SETUP,Od,0xf8,?SetupNetworkGame2Handler@@YIHAAUtag_message@@@Z
0x12e2d,SOURCE/SETUP,Od,0x14b,?SetupGameHandler@@YIHAAUtag_message@@@Z
0x12f78,SOURCE/SETUP,Od,0xd7,?ExpNewCampaignHandler@@YIHAAUtag_message@@@Z
0x1304f,SOURCE/SETUP,Od,0xd7,?ExpLoadCampaignHandler@@YIHAAUtag_message@@@Z
0x13126,SOURCE/SETUP,Od,0xd7,?ExpStdGameHandler@@YIHAAUtag_message@@@Z
0x131fd,SOURCE/SETUP,Od,0xf0,?BaseSetupHandler@@YIHAAUtag_message@@@Z
0x132f0,SOURCE/Netbios,Od,0x155,?InitNetHost@@YICXZ
0x13445,SOURCE/Netbios,Od,0x1ab,?InitNetGuest@@YICXZ
0x135f0,SOURCE/Netbios,Od,0x5f,?WaitForHost@@YICXZ
0x1364f,SOURCE/Netbios,Od,0xe9,?WaitForGuest@@YICXZ
0x13738,SOURCE/Netbios,Od,0x1ba,?nbnet_init@@YIHXZ
0x13900,SOURCE/TOWNMGR,Od,0x16a,??0townObject@@QAE@HHPAD@Z
0x13a6a,SOURCE/TOWNMGR,Od,0x60,??1townObject@@QAE@XZ
0x13aca,SOURCE/TOWNMGR,Od,0x437,?Draw@townObject@@QAEXH@Z
0x13f01,SOURCE/TOWNMGR,Od,0x68,??0townManager@@QAE@XZ
0x13f69,SOURCE/TOWNMGR,Od,0x1a0,?SetupExtraStuff@townManager@@QAEXXZ
0x14109,SOURCE/TOWNMGR,Od,0x1ef,?Open@townManager@@UAEHH@Z
0x142f8,SOURCE/TOWNMGR,Od,0x77,?ChangeTown@townManager@@QAEXXZ
0x1436f,SOURCE/TOWNMGR,Od,0x95a,?SetupTown@townManager@@QAEXXZ
0x14cc9,SOURCE/TOWNMGR,Od,0x1cf,?UnloadTown@townManager@@QAEXXZ
0x14e98,SOURCE/TOWNMGR,Od,0xca,?Close@townManager@@UAEXXZ
0x14f62,SOURCE/TOWNMGR,Od,0x3b9,?SetArmyCommand@townManager@@QAEXH@Z
0x1531b,SOURCE/TOWNMGR,Od,0x5c5,?SetCommandAndText@townManager@@QAEXAAUtag_message@@@Z
0x158e0,SOURCE/TOWNMGR,Od,0x7d,?ShowText@townManager@@QAEXPAD@Z
0x1595d,SOURCE/TOWNMGR,Od,0x1830,?Main@townManager@@UAEHAAUtag_message@@@Z
0x1718d,SOURCE/TOWNMGR,Od,0x4e3,?DoCommand@townManager@@QAEXH@Z
0x17670,SOURCE/TOWNMGR,Od,0xad,?RedrawTownScreen@townManager@@QAEXXZ
0x1771d,SOURCE/TOWNMGR,Od,0x374,?SplitArmy@townManager@@QAEXXZ
0x17a91,SOURCE/TOWNMGR,Od,0x21,?ShiftQualChange@townManager@@QAEXXZ
0x17ab2,SOURCE/TOWNMGR,Od,0xb0,?ResetStrips@townManager@@QAEXXZ
0x17b62,SOURCE/TOWNMGR,Od,0x7b,?Toggle@townManager@@QAEXH@Z
0x17bdd,SOURCE/TOWNMGR,Od,0xc0,?DrawTown@townManager@@QAEXHH@Z
0x17c9d,SOURCE/TOWNMGR,Od,0xf35,?BuyBuild@townManager@@QAEHHHH@Z
0x18bd2,SOURCE/TOWNMGR,Od,0x3e9,?BuildObj@townManager@@QAEXH@Z
0x18fbb,SOURCE/TOWNMGR,Od,0x3d8,?SetupMage@townManager@@QAEXPAVheroWindow@@@Z
0x19393,SOURCE/TOWNMGR,Od,0x190,?MageGuildHandler@@YIHAAUtag_message@@@Z
0x19523,SOURCE/TOWNMGR,Od,0x706,?RecruitHero@townManager@@QAEHHH@Z
0x19c29,SOURCE/TOWNMGR,Od,0x153,?TavernHandler@@YIHAAUtag_message@@@Z
0x19d7c,SOURCE/TOWNMGR,Od,0x110,?DoTavern@townManager@@QAEXXZ
0x19e8c,SOURCE/TOWNMGR,Od,0x328,?SplitArmyHandler@@YIHAAUtag_message@@@Z
0x1a1b4,SOURCE/TOWNMGR,Od,0x5cf,?SetupWell@townManager@@QAEXPAVheroWindow@@@Z
0x1a783,SOURCE/TOWNMGR,Od,0xf0f,?SetupThievesGuild@townManager@@QAEXPAVheroWindow@@H@Z
0x1b692,SOURCE/TOWNMGR,Od,0x56a,?GetCategoryStats@@YIXHQAJQAC@Z
0x1bbfc,SOURCE/TOWNMGR,Od,0xd9,?SortStats@@YIXQAJQAC@Z
0x1bce0,SOURCE/kbwin,Od,0x146,_WinMain@16
0x1be26,SOURCE/kbwin,Od,0x339,?AppInit@@YIHPAX0HPAD@Z
0x1c15f,SOURCE/kbwin,Od,0x31,?AppIdle@@YIHXZ
0x1c190,SOURCE/kbwin,Od,0x57e,?AppWndProc@@YGJPAXIIJ@Z
0x1c70e,SOURCE/kbwin,Od,0x90,?AppAbout@@YGHPAXIIJ@Z
0x1c79e,SOURCE/kbwin,Od,0x1a,?AppExit@@YIXXZ
0x1c7b8,SOURCE/kbwin,Od,0xc8,?Process1WindowsMessage@@YIXXZ
0x1c880,SOURCE/kbwin,Od,0x147,?ResizeWindow@@YIXHHHH@Z
0x1c9c7,SOURCE/kbwin,Od,0x197,?AppCommand@@YIJPAXIIJ@Z
0x1cb5e,SOURCE/kbwin,Od,0xd7,?UpdateDfltMenu@@YIXPAX@Z
0x1cc35,SOURCE/kbwin,Od,0xac,?KBChangeMenu@@YIXPAX@Z
0x1cce1,SOURCE/kbwin,Od,0x15c,?SetMenuStatus@@YIXH@Z
0x1ce3d,SOURCE/kbwin,Od,0x7b,?SetNoDialogMenus@@YIXH@Z
0x1ceb8,SOURCE/kbwin,Od,0x159,?SetMenus@@YIXPAXH@Z
0x1d011,SOURCE/kbwin,Od,0x16,?KBTickCount@@YIJXZ
0x1d027,SOURCE/kbwin,Od,0x10,?InitVideo@@YIXXZ
0x1d040,SOURCE/Castle,Od,0x10bb,?SetupCastle@townManager@@QAEXPAVheroWindow@@H@Z
0x1e0fb,SOURCE/Castle,Od,0xca3,?CastleHandler@@YIHAAUtag_message@@@Z
0x1eda0,SOURCE/dpnetwin,Od,0x95,?dpEnumServiceProvider@@YGHPAU_GUID@@PADKKPAX@Z
0x1ee35,SOURCE/dpnetwin,Od,0x7a,?dpEnumSession@@YGHPAUDPSESSIONDESC@@PAXPAKK@Z
0x1eeaf,SOURCE/dpnetwin,Od,0x311,?dpnet_init@@YIFXZ
0x1f1c0,SOURCE/dpnetwin,Od,0xce,?CleanupDPVars@@YIXXZ
0x1f28e,SOURCE/dpnetwin,Od,0x116,?dpnet_term@@YIXXZ
0x1f3a4,SOURCE/dpnetwin,Od,0xee,?dpSendMessage@@YIXHEGPAX@Z
0x1f492,SOURCE/dpnetwin,Od,0x5a,?dpnet_snd@@YIHHHPAX@Z
0x1f4ec,SOURCE/dpnetwin,Od,0xa7,?dpnet_rcv@@YIFFGPAX@Z
0x1f593,SOURCE/dpnetwin,Od,0x1d,?dpnet_stat@@YIEFG@Z
0x1f5b0,SOURCE/dpnetwin,Od,0x13,?dpnet_sess@@YAFHHZZ
0x1f5c3,SOURCE/dpnetwin,Od,0xbe,?dpProcessMessages@@YIXXZ
0x1f681,SOURCE/dpnetwin,Od,0x274,?dpEvaluateMessage@@YIXKH@Z
0x1f8f5,SOURCE/dpnetwin,Od,0x182,?dpWaitForFirstGuest@@YIHXZ
0x1fa77,SOURCE/dpnetwin,Od,0x84,?dpWaitForExtraGuests@@YIHXZ
0x1fafb,SOURCE/dpnetwin,Od,0x3d2,?dpWaitForHost@@YIHXZ
0x1fecd,SOURCE/dpnetwin,Od,0x5eb,?DPSD@@YIXHPADH@Z
0x204c0,SOURCE/SPELLS,Od,0x86,?HasValidSpellTarget@combatManager@@QAEHH@Z
0x20546,SOURCE/SPELLS,Od,0x44a,?ViewSpells@combatManager@@QAEHH@Z
0x20990,SOURCE/SPELLS,Od,0x15c,?CombatSpecialHandler@@YIHAAUtag_message@@@Z
0x20aec,SOURCE/SPELLS,Od,0x2aa,?HandleCastSpell@@YIHAAUtag_message@@@Z
0x20d96,SOURCE/SPELLS,Od,0x2e5,?FindResurrectArmyIndex@combatManager@@QAEHHHH@Z
0x2107b,SOURCE/SPELLS,Od,0x521,?ValidSpellTarget@combatManager@@QAEHHH@Z
0x2159c,SOURCE/SPELLS,Od,0x222,?SpellMessage@combatManager@@QAEXHH@Z
0x217be,SOURCE/SPELLS,Od,0x1eca,?CastSpell@combatManager@@QAEXHHHH@Z
0x23688,SOURCE/SPELLS,Od,0xda,?DefaultSpell@combatManager@@QAEXH@Z
0x23762,SOURCE/SPELLS,Od,0x623,?Fireball@combatManager@@QAEXHH@Z
0x23d85,SOURCE/SPELLS,Od,0x3c9,?MeteorShower@combatManager@@QAEXH@Z
0x2414e,SOURCE/SPELLS,Od,0x2fb,?ElementalStorm@combatManager@@QAEXXZ
0x24449,SOURCE/SPELLS,Od,0x9ff,?Armageddon@combatManager@@QAEXXZ
0x24e48,SOURCE/SPELLS,Od,0x101,?TurnToStone@combatManager@@QAEXPAVarmy@@@Z
0x24f49,SOURCE/SPELLS,Od,0x192,?BloodLustEffect@combatManager@@QAEXPAVarmy@@H@Z
0x250db,SOURCE/SPELLS,Od,0x80,?Ripple@combatManager@@QAEXH@Z
0x2515b,SOURCE/SPELLS,Od,0x72,?Blur@combatManager@@QAEXHHH@Z
0x251cd,SOURCE/SPELLS,Od,0x320,?ResetBoltAngle@combatManager@@QAEXPAUSBolt@@@Z
0x254ed,SOURCE/SPELLS,Od,0x4f0,?DrawBolt@combatManager@@QAEXPAUSBolt@@H@Z
0x259dd,SOURCE/SPELLS,Od,0x26f,?AddBolt@combatManager@@QAEXPAUSBolt@@HHHHHHHHHHHH@Z
0x25c4c,SOURCE/SPELLS,Od,0xa82,?DoBolt@combatManager@@QAEXHHHHHHHHHHHHHHHHH@Z
0x266ce,SOURCE/SPELLS,Od,0x18c,?GetNextChainLightningTarget@combatManager@@QAEHPAVarmy@@H@Z
0x2685a,SOURCE/SPELLS,Od,0x361,?ChainLightning@combatManager@@QAEXHH@Z
0x26bbb,SOURCE/SPELLS,Od,0x292,?VaporizeCreature@combatManager@@QAEXHH@Z
0x26e4d,SOURCE/SPELLS,Od,0x592,?RippleCreature@combatManager@@QAEXHHH@Z
0x273df,SOURCE/SPELLS,Od,0x6b2,?ShowMassSpell@combatManager@@QAEXQAY0BE@CHH@Z
0x27a91,SOURCE/SPELLS,Od,0x8f8,?CastMassSpell@combatManager@@QAEXHH@Z
0x28389,SOURCE/SPELLS,Od,0x5c8,?MirrorImage@combatManager@@QAEXH@Z
0x28951,SOURCE/SPELLS,Od,0x218,?SummonElemental@combatManager@@QAEXHH@Z
0x28b69,SOURCE/SPELLS,Od,0x1e6,?DoLuck@combatManager@@QAEXHH@Z
0x28d4f,SOURCE/SPELLS,Od,0x33a,?DoBlast@combatManager@@QAEXHH@Z
0x29089,SOURCE/SPELLS,Od,0x655,?Resurrect@combatManager@@QAEXHHH@Z
0x296de,SOURCE/SPELLS,Od,0xb9,?SpaceForElementalExists@combatManager@@QAEHXZ
0x29797,SOURCE/SPELLS,Od,0xd9,?ShowSpellCastFailure@combatManager@@QAEXPAVarmy@@H@Z
0x29870,SOURCE/SPELLS,Od,0x270,?ModifyDamageForArtifacts@combatManager@@QAEXPAJHPAVhero@@1@Z
0x29ae0,SOURCE/SPELLS,Od,0x931,?Earthquake@combatManager@@QAEXXZ
0x2a411,SOURCE/SPELLS,Od,0x2b1,?ShowSpellMessage@combatManager@@QAEXHHPAVarmy@@@Z
0x2a6d0,SOURCE/COMMAND,Od,0x36d,?Main@combatManager@@UAEHAAUtag_message@@@Z
0x2aa3d,SOURCE/COMMAND,Od,0x181,?ValidHexToStandOn@combatManager@@QAEHH@Z
0x2abbe,SOURCE/COMMAND,Od,0x8a1,?SetCombatDirections@combatManager@@QAEXH@Z
0x2b45f,SOURCE/COMMAND,Od,0x63c,?CheckSetMouseDirection@combatManager@@QAEXHHH@Z
0x2ba9b,SOURCE/COMMAND,Od,0x8b,?GetPointer@combatManager@@QAEHHH@Z
0x2bb26,SOURCE/COMMAND,Od,0x8e4,?ProcessCombatMsg@combatManager@@QAEHAAUtag_message@@@Z
0x2c40a,SOURCE/COMMAND,Od,0x70,?IsNegationSphereInEffect@combatManager@@QAEHXZ
0x2c47a,SOURCE/COMMAND,Od,0x205,?ResetRound@combatManager@@QAEXXZ
0x2c67f,SOURCE/COMMAND,Od,0x280,?CheckWin@combatManager@@QAEHPAUtag_message@@@Z
0x2c8ff,SOURCE/COMMAND,Od,0x51a,?GetCommand@combatManager@@QAEHH@Z
0x2ce19,SOURCE/COMMAND,Od,0x2a6,?RightClick@combatManager@@QAEHH@Z
0x2d0bf,SOURCE/COMMAND,Od,0x3b3,?DoCommand@combatManager@@QAEXH@Z
0x2d472,SOURCE/COMMAND,Od,0x57b,?WinCombatHandler@@YIHAAUtag_message@@@Z
0x2d9ed,SOURCE/COMMAND,Od,0x110,?ClearWinLoseBottom@combatManager@@QAEXPAVheroWindow@@@Z
0x2dafd,SOURCE/COMMAND,Od,0x29a,?ShowWinLoseArtifact@combatManager@@QAEXPAVheroWindow@@H@Z
0x2dd97,SOURCE/COMMAND,Od,0x232,?ShowSkeletons@combatManager@@QAEXPAVheroWindow@@@Z
0x2dfc9,SOURCE/COMMAND,Od,0x2f6,?ShowEagleEyeSpell@combatManager@@QAEXPAVheroWindow@@@Z
0x2e2bf,SOURCE/COMMAND,Od,0x9cc,?ShowDeadArmies@combatManager@@QAEXPAVheroWindow@@@Z
0x2ec8b,SOURCE/COMMAND,Od,0xba9,?DoVictory@combatManager@@QAEXH@Z
0x2f834,SOURCE/COMMAND,Od,0x3bc,?DoLoseWindow@combatManager@@QAEXXZ
0x2fbf0,SOURCE/COMMAND,Od,0x43d,?DoSurrender@combatManager@@QAEHXZ
0x3002d,SOURCE/COMMAND,Od,0xdc,?CheckChangeSelector@combatManager@@QAEXXZ
0x30109,SOURCE/COMMAND,Od,0xea,?CheckCastleAttack@combatManager@@QAEXXZ
0x301f3,SOURCE/COMMAND,Od,0xdd,?CheckGetAIMove@combatManager@@QAEXXZ
0x302d0,SOURCE/COMMAND,Od,0x18f,?GetControl@combatManager@@QAEXXZ
0x3045f,SOURCE/COMMAND,Od,0xd7,?ResetMouse@combatManager@@QAEXXZ
0x30536,SOURCE/COMMAND,Od,0x65b,?ProcessNextAction@combatManager@@QAEHAAUtag_message@@@Z
0x30b91,SOURCE/COMMAND,Od,0x237,?ResetCyclingCreatures@combatManager@@QAEXXZ
0x30dc8,SOURCE/COMMAND,Od,0xf9,?ResetCycleTimers@combatManager@@QAEXXZ
0x30ec1,SOURCE/COMMAND,Od,0x53,?InCombatArea@@YIHHH@Z
0x30f14,SOURCE/COMMAND,Od,0x9d9,?CycleCombatScreen@combatManager@@QAEXXZ
0x318ed,SOURCE/COMMAND,Od,0x3b,?SetCombatViewArmySmallLevel@combatManager@@QAEXH@Z
0x31928,SOURCE/COMMAND,Od,0xe3,?SetCombatGrid@combatManager@@QAEXHHH@Z
0x31a0b,SOURCE/COMMAND,Od,0x3ab,?AddArmy@combatManager@@QAEXHHHHHH@Z
0x31db6,SOURCE/COMMAND,Od,0x169,?SetupSmallView@combatManager@@QAEXXZ
0x31f1f,SOURCE/COMMAND,Od,0x304,?ViewBallista@combatManager@@QAEXH@Z
0x32230,SOURCE/STRIP,Od,0x27e,??0strip@@QAE@HHHKHPAVarmyGroup@@HHH@Z
0x324ae,SOURCE/STRIP,Od,0x144,??1strip@@QAE@XZ
0x325f2,SOURCE/STRIP,Od,0x40,?Draw@strip@@QAEXXZ
0x32632,SOURCE/STRIP,Od,0x3d3,?DrawIcons@strip@@QAEXH@Z
0x32a05,SOURCE/STRIP,Od,0x33,?DrawFrame@strip@@QAEXXZ
0x32a38,SOURCE/STRIP,Od,0xb2,??0bankBox@@QAE@HHPAVplayerData@@@Z
0x32aea,SOURCE/STRIP,Od,0x43,??1bankBox@@QAE@XZ
0x32b2d,SOURCE/STRIP,Od,0xcd,?Update@bankBox@@QAEXH@Z
0x32c00,SOURCE/TOWN,Od,0x65,??0town@@QAE@XZ
0x32c65,SOURCE/TOWN,Od,0x54,?HasGarrison@town@@QAEHXZ
0x32cb9,SOURCE/TOWN,Od,0x111,?GiveSpells@town@@QAEXPAVhero@@@Z
0x32dca,SOURCE/TOWN,Od,0xaa,?XformToCastle@town@@QAEXXZ
0x32e74,SOURCE/TOWN,Od,0xe0,?View@town@@QAEXH@Z
0x32f54,SOURCE/TOWN,Od,0x14d,?Deallocate@town@@QAEXXZ
0x330a1,SOURCE/TOWN,Od,0x23e,?BuildBuilding@town@@QAEXH@Z
0x332df,SOURCE/TOWN,Od,0x36,?CanBuildDock@town@@QAEHXZ
0x33315,SOURCE/TOWN,Od,0x9f,?CalcNumLevelArchers@town@@QAEXPAH0@Z
0x333c0,SOURCE/Viewwrld,Od,0x267,?ViewWorld@advManager@@QAEXHHH@Z
0x33627,SOURCE/Viewwrld,Od,0x5a,?VWCleanup@advManager@@QAEXXZ
0x33681,SOURCE/Viewwrld,Od,0x253,?VWInit@advManager@@QAEXHH@Z
0x338d4,SOURCE/Viewwrld,Od,0x1346,?VWCompleteDraw@advManager@@QAEXXZ
0x34c1a,SOURCE/Viewwrld,Od,0x5e2,?ViewWorldDialogHandler@@YIHAAUtag_message@@@Z
0x35200,SOURCE/NOOPT,Od,0x35,?DelayTil@@YIXPAH@Z
0x35235,SOURCE/NOOPT,Od,0x25,?DelayMilli@@YIXJ@Z
0x3525a,SOURCE/NOOPT,Od,0x33,?DelayTilMilli@@YIXJ@Z
0x35290,SOURCE/wingraph,Od,0x55,?DDRestoreDisplayMode@@YIXXZ
0x352e5,SOURCE/wingraph,Od,0x46,?DDQueryNewPalette@@YIHXZ
