rva,unit,opt,size,name
0xbd476,SOURCE/X_CAMPGN,Od,0xac,?ReplaySmacker3@ExpCampaign@@QAEXXZ
0xbd522,SOURCE/X_CAMPGN,Od,0x88,?ReplaySmacker4@ExpCampaign@@QAEXXZ
0xbd5aa,SOURCE/X_CAMPGN,Od,0x59,?IsCompleted@ExpCampaign@@QAEEXZ
0xbd603,SOURCE/X_CAMPGN,Od,0x36,?IsThisMapCompleted@ExpCampaign@@QAECXZ
0xbd639,SOURCE/X_CAMPGN,Od,0x32e,?MessageHandler@ExpCampaign@@CIHAAUtag_message@@@Z
0xbd967,SOURCE/X_CAMPGN,Od,0x6c,?Autosave@ExpCampaign@@QAEXXZ
0xbd9d3,SOURCE/X_CAMPGN,Od,0x25,?Choose@ExpCampaign@@QAEHXZ
0xbd9f8,SOURCE/X_CAMPGN,Od,0x64,?Days@ExpCampaign@@QAEFXZ
0xbda5c,SOURCE/X_CAMPGN,Od,0x1b,?CampaignID@ExpCampaign@@QAEHXZ
0xbda77,SOURCE/X_CAMPGN,Od,0x3a,?JosephName@ExpCampaign@@QAEPADXZ
0xbdab1,SOURCE/X_CAMPGN,Od,0x3a,?IvanName@ExpCampaign@@QAEPADXZ
0xbdaeb,SOURCE/X_CAMPGN,Od,0x4e,?IsSpecialGoldenBow@ExpCampaign@@QAECHH@Z
0xbdb39,SOURCE/X_CAMPGN,Od,0x38,?IsSpecialUA@ExpCampaign@@QAECXZ
0xbdb71,SOURCE/X_CAMPGN,Od,0x73,?IsSpecialLossCondition@ExpCampaign@@QAECH@Z
0xbdbf0,SOURCE/PATH,Od,0x14a,?FindPath@army@@QAEHHHHHH@Z
0xbdd3a,SOURCE/PATH,Od,0x9a,?ValidPath@army@@QAEHHH@Z
0xbddd4,SOURCE/PATH,Od,0x6d,?GetMoveMask@army@@QAEHH@Z
0xbde41,SOURCE/PATH,Od,0xb5,?GetAttackMask@army@@QAEHHHH@Z
0xbdef6,SOURCE/PATH,Od,0x2b,?ValidMove@army@@QAEHH@Z
0xbdf21,SOURCE/PATH,Od,0x2f6,?ValidMove@army@@QAEHHH@Z
0xbe217,SOURCE/PATH,Od,0x273,?ValidAttack@army@@QAEHHHHHPAH@Z
0xbe48a,SOURCE/PATH,Od,0xa5,?GetAdjacentCellIndex@army@@QAEHHH@Z
0xbe52f,SOURCE/PATH,Od,0x6e,?GetAdjacentCellIndexNoArmy@@YIHHH@Z
0xbe59d,SOURCE/PATH,Od,0x44a,?ValidRange@army@@QAEHH@Z
0xbe9e7,SOURCE/PATH,Od,0x58,?OppositeDirection@@YIHH@Z
0xbea3f,SOURCE/PATH,Od,0x8ff,?GetBestDirection@army@@QAEHHHH@Z
0xbf340,SOURCE/tradpost,Od,0x165,?DoTradingPost@@YIXHM@Z
0xbf4a5,SOURCE/tradpost,Od,0x596,?UpdateTradingPost@@YIXH@Z
0xbfa3b,SOURCE/tradpost,Od,0xfe,?ComputeTradeRatios@@YIXHHPAH00@Z
0xbfb39,SOURCE/tradpost,Od,0x148,?DoTradeKnob@@YIXUtag_message@@@Z
0xbfc81,SOURCE/tradpost,Od,0x3a,?SetupNewTrade@@YIXXZ
0xbfcbb,SOURCE/tradpost,Od,0x3b6,?TradingPostHandler@@YIHAAUtag_message@@@Z
0xc0080,SOURCE/x_arena,Od,0x35c,?DoArenaDialog@@YIHXZ
0xc03dc,SOURCE/x_arena,Od,0x25f,?ArenaWindowHandler@@YIHAAUtag_message@@@Z
0xc063b,SOURCE/x_arena,Od,0x150,?UpdateArenaIcons@@YIXXZ
0xc0790,SOURCE/AI,Od,0x8d7,?AICheckRetreat@combatManager@@QAEHXZ
0xc1067,SOURCE/AI,Od,0x129c,?DoCompAI@combatManager@@QAEXH@Z
0xc2303,SOURCE/AI,Od,0xc9,?GetModLichDamage@combatManager@@QAEMPAVarmy@@M@Z
0xc23cc,SOURCE/AI,Od,0x32e,?DoLichShot@combatManager@@QAEXPAVarmy@@@Z
0xc26fa,SOURCE/AI,Od,0x131,?GetShooterMask@combatManager@@QAEHH@Z
0xc282b,SOURCE/AI,Od,0xc0,?GetMirrorImageMask@combatManager@@QAEHH@Z
0xc28eb,SOURCE/AI,Od,0x11f,?GetFlyerMask@combatManager@@QAEHH@Z
0xc2a0a,SOURCE/AI,Od,0xc0,?GetAllMask@combatManager@@QAEHH@Z
0xc2aca,SOURCE/AI,Od,0x141,?GetWalkerMask@combatManager@@QAEHH@Z
0xc2c0b,SOURCE/AI,Od,0xe9,?GetOutOfItMask@combatManager@@QAEHH@Z
0xc2cf4,SOURCE/AI,Od,0xd6,?GetTraitorMask@combatManager@@QAEHH@Z
0xc2dca,SOURCE/AI,Od,0x1f1,?GetBestArmy@combatManager@@QAEHHH@Z
0xc2fbb,SOURCE/AI,Od,0xc2,?GetWorstArmy@combatManager@@QAEHHH@Z
0xc307d,SOURCE/AI,Od,0x16f,?GetClosestArmy@combatManager@@QAEHPAVarmy@@HH@Z
0xc31ec,SOURCE/AI,Od,0xc1,?GetStrength@combatManager@@QAEKHH@Z
0xc32ad,SOURCE/AI,Od,0x1bb,?AttemptAttack@combatManager@@QAEHPAVarmy@@HH@Z
0xc3468,SOURCE/AI,Od,0x182,?AttemptAdjacentAttack@combatManager@@QAEHPAVarmy@@@Z
0xc35ea,SOURCE/AI,Od,0x240,?WalkTowardArmyFront@combatManager@@QAEHPAVarmy@@HH@Z
0xc382a,SOURCE/AI,Od,0x244,?WalkTowardArmy@combatManager@@QAEHPAVarmy@@HH@Z
0xc3a6e,KERNEL32.dll,,0x6,_GetVersionExA@4
0xc3a74,KERNEL32.dll,,0x6,_GetLastError@0
0xc3a7a,KERNEL32.dll,,0x6,_CreateEventA@16
0xc3a80,KERNEL32.dll,,0x6,_GetTickCount@0
0xc3a86,KERNEL32.dll,,0x6,_GetProcAddress@8
0xc3a8c,KERNEL32.dll,,0x6,_LoadLibraryA@4
0xc3a92,KERNEL32.dll,,0x6,_FreeLibrary@4
0xc3a98,KERNEL32.dll,,0x6,_SetCommTimeouts@8
0xc3a9e,KERNEL32.dll,,0x6,_SetCommState@8
0xc3aa4,KERNEL32.dll,,0x6,_SetupComm@12
0xc3aaa,KERNEL32.dll,,0x6,_GetCommTimeouts@8
0xc3ab0,KERNEL32.dll,,0x6,_GetCommState@8
0xc3ab6,KERNEL32.dll,,0x6,_CreateFileA@28
0xc3abc,KERNEL32.dll,,0x6,_CloseHandle@4
0xc3ac2,KERNEL32.dll,,0x6,_ReadFile@20
0xc3ac8,KERNEL32.dll,,0x6,_ClearCommError@12
0xc3ace,KERNEL32.dll,,0x6,_ClearCommBreak@4
0xc3ad4,KERNEL32.dll,,0x6,_Sleep@4
0xc3ada,KERNEL32.dll,,0x6,_SetCommBreak@4
0xc3ae0,KERNEL32.dll,,0x6,_GetCommModemStatus@8
0xc3ae6,KERNEL32.dll,,0x6,_WriteFile@20
0xc3aec,KERNEL32.dll,,0x6,_FindClose@4
0xc3af2,KERNEL32.dll,,0x6,_FindNextFileA@8
0xc3af8,KERNEL32.dll,,0x6,_FindFirstFileA@8
0xc3afe,KERNEL32.dll,,0x6,_InitializeCriticalSection@4
0xc3b04,KERNEL32.dll,,0x6,_DeleteCriticalSection@4
0xc3b0a,KERNEL32.dll,,0x6,_LeaveCriticalSection@4
0xc3b10,KERNEL32.dll,,0x6,_EnterCriticalSection@4
0xc3b16,KERNEL32.dll,,0x6,_SetEvent@4
0xc3b1c,KERNEL32.dll,,0x6,_ResetEvent@4
0xc3b22,KERNEL32.dll,,0x6,_WaitForSingleObject@8
0xc3b28,KERNEL32.dll,,0x6,_WaitForMultipleObjects@16
0xc3b2e,USER32.dll,,0x6,_WaitMessage@0
0xc3b34,USER32.dll,,0x6,_DispatchMessageA@4
0xc3b3a,USER32.dll,,0x6,_TranslateMessage@4
0xc3b40,USER32.dll,,0x6,_PeekMessageA@20
0xc3b46,USER32.dll,,0x6,_MessageBoxA@16
0xc3b4c,USER32.dll,,0x6,_SetCursor@4
0xc3b52,USER32.dll,,0x6,_LoadCursorA@8
0xc3b58,USER32.dll,,0x6,_SetWindowLongA@12
0xc3b5e,USER32.dll,,0x6,_ShowWindow@8
0xc3b64,USER32.dll,,0x6,_PostMessageA@16
0xc3b6a,USER32.dll,,0x6,_LoadIconA@8
0xc3b70,USER32.dll,,0x6,_CreateWindowExA@48
0xc3b76,USER32.dll,,0x6,_AdjustWindowRect@12
0xc3b7c,USER32.dll,,0x6,_RegisterClassA@4
0xc3b82,USER32.dll,,0x6,_DefWindowProcA@16
0xc3b88,USER32.dll,,0x6,_PostQuitMessage@4
0xc3b8e,USER32.dll,,0x6,_DestroyWindow@4
0xc3b94,USER32.dll,,0x6,_GetWindowLongA@8
0xc3b9a,USER32.dll,,0x6,_GetWindowRect@8
0xc3ba0,USER32.dll,,0x6,_SetTimer@16
0xc3ba6,USER32.dll,,0x6,_EndDialog@8
0xc3bac,USER32.dll,,0x6,_GetMessageA@16
0xc3bb2,USER32.dll,,0x6,_MoveWindow@24
0xc3bb8,USER32.dll,,0x6,_WinHelpA@16
0xc3bbe,USER32.dll,,0x6,_DialogBoxParamA@20
0xc3bc4,USER32.dll,,0x6,_EnableMenuItem@12
0xc3bca,USER32.dll,,0x6,_DrawMenuBar@4
0xc3bd0,USER32.dll,,0x6,_SetMenu@8
0xc3bd6,USER32.dll,,0x6,_GetSubMenu@8
0xc3bdc,USER32.dll,,0x6,_GetMenuItemID@8
0xc3be2,USER32.dll,,0x6,_GetMenuItemCount@4
0xc3be8,USER32.dll,,0x6,_MessageBeep@4
0xc3bee,USER32.dll,,0x6,_EndPaint@8
0xc3bf4,USER32.dll,,0x6,_OffsetRect@12
0xc3bfa,USER32.dll,,0x6,_ClientToScreen@8
0xc3c00,USER32.dll,,0x6,_GetClientRect@8
0xc3c06,USER32.dll,,0x6,_BeginPaint@8
0xc3c0c,USER32.dll,,0x6,_ReleaseDC@8
0xc3c12,USER32.dll,,0x6,_GetDC@4
0xc3c18,USER32.dll,,0x6,_InvalidateRect@12
0xc3c1e,USER32.dll,,0x6,_wsprintfA
0xc3c24,USER32.dll,,0x6,_LoadMenuA@8
0xc3c2a,USER32.dll,,0x6,_CheckMenuItem@12
0xc3c30,USER32.dll,,0x6,_DestroyMenu@4
0xc3c36,GDI32.dll,,0x6,_GdiSetBatchLimit@4
0xc3c3c,GDI32.dll,,0x6,_GetSystemPaletteEntries@16
0xc3c42,GDI32.dll,,0x6,_RealizePalette@4
0xc3c48,GDI32.dll,,0x6,_SelectPalette@12
0xc3c4e,GDI32.dll,,0x6,_PatBlt@24
0xc3c54,GDI32.dll,,0x6,_SelectObject@8
0xc3c5a,GDI32.dll,,0x6,_CreatePalette@4
0xc3c60,GDI32.dll,,0x6,_DeleteObject@4
0xc3c66,GDI32.dll,,0x6,_AnimatePalette@16
0xc3c6c,GDI32.dll,,0x6,_DeleteDC@4
0xc3c72,GDI32.dll,,0x6,_GetDeviceCaps@8
0xc3c78,WSOCK32.dll,,0x6,_inet_addr@4
0xc3c7e,WSOCK32.dll,,0x6,_inet_ntoa@4
0xc3c84,WSOCK32.dll,,0x6,_gethostbyname@4
0xc3c8a,WSOCK32.dll,,0x6,_WSAGetLastError@0
0xc3c90,WSOCK32.dll,,0x6,_gethostname@8
0xc3c96,WSOCK32.dll,,0x6,_ioctlsocket@12
0xc3c9c,WSOCK32.dll,,0x6,_bind@12
0xc3ca2,WSOCK32.dll,,0x6,_htonl@4
0xc3ca8,WSOCK32.dll,,0x6,_htons@4
0xc3cae,WSOCK32.dll,,0x6,_socket@12
0xc3cb4,WSOCK32.dll,,0x6,_WSAStartup@8
0xc3cba,WSOCK32.dll,,0x6,_WSACleanup@0
0xc3cc0,WSOCK32.dll,,0x6,_closesocket@4
0xc3cc6,WSOCK32.dll,,0x6,_sendto@24
0xc3ccc,WSOCK32.dll,,0x6,_recvfrom@24
0xc3cd2,smackw32.DLL,,0x6,_SmackNextFrame@4
0xc3cd8,smackw32.DLL,,0x6,_SmackToBufferRect@8
0xc3cde,smackw32.DLL,,0x6,_SmackDoFrame@4
0xc3ce4,smackw32.DLL,,0x6,_SmackClose@4
0xc3cea,smackw32.DLL,,0x6,_SmackSummary@8
0xc3cf0,smackw32.DLL,,0x6,_SmackToBuffer@28
0xc3cf6,smackw32.DLL,,0x6,_SmackOpen@12
0xc3cfc,smackw32.DLL,,0x6,_SmackWait@4
0xc3d02,smackw32.DLL,,0x6,_SmackSoundUseDirectSound@4
0xc3d08,smackw32.DLL,,0x6,_SmackSoundUseMSS@4
0xc3d10,BASE/Misc,O2,0x58,?InitMemEntry@@YIXXZ
0xc3d70,BASE/Misc,O2,0x20f,?BaseAlloc@@YIPAXIPADH@Z
0xc3f80,BASE/Misc,O2,0x386,?BaseFree@@YIXPAXPADH@Z
0xc4310,BASE/Misc,O2,0x134,?PrintMemoryLeaks@@YIXXZ
0xc4450,BASE/Misc,O2,0x91,?ShowMemoryStatus@@YIXXZ
0xc44f0,BASE/Misc,O2,0x48,?MAKEFILEID@@YIKPAD@Z
0xc4540,BASE/Misc,O2,0x95,?FindIndex@@YIHPAUindexArray@@HHH@Z
0xc45e0,BASE/Misc,O2,0xea,?FadeIn@@YIXH@Z
0xc46d0,BASE/Misc,O2,0xe6,?FadeOut@@YIXH@Z
0xc47c0,BASE/Misc,O2,0x28,?Random@@YIHHH@Z
0xc47f0,BASE/Misc,O2,0x5d,?ProcessAssert@@YIXHPADH@Z
0xc4850,BASE/Misc,O2,0x66,?FindStringInString@@YIPADPAD0@Z
0xc48c0,BASE/Misc,O2,0x31,?FindToken@@YIPADPADD@Z
0xc4900,BASE/Misc,O2,0x2b,?FindLastToken@@YIPADPADD@Z
0xc4930,BASE/Misc,O2,0x6c,?SetInstallDefaults@@YIXXZ
0xc49a0,BASE/Misc,O2,0x1b5,?SetGameDefaults@@YIXXZ
0xc4b60,BASE/Misc,O2,0x13f,?ReadPrefsFromFile@@YIXXZ
0xc4ca0,BASE/Misc,O2,0x7ab,?ReadPrefsFromRegistry@@YIXXZ
0xc5450,BASE/Misc,O2,0xa1,?ReadPrefs@@YIXXZ
0xc5500,BASE/Misc,O2,0x6a,?WritePrefsToFile@@YIXXZ
0xc5570,BASE/Misc,O2,0x491,?WritePrefsToRegistry@@YIXXZ
0xc5a10,BASE/Misc,O2,0xa,?WritePrefs@@YIXXZ
0xc5a20,BASE/Misc,O2,0x3c,?IsCDDrive@@YIHH@Z
0xc5a60,BASE/Misc,O2,0x3ed,?SetupCDDrive@@YIHXZ
0xc5e50,BASE/Misc,O2,0x18,?BitmapToScreen@@YIXPAVbitmap@@@Z
0xc5e70,BASE/Misc,O2,0x3d,?SetPalette@@YIXPACH@Z
0xc5eb0,BASE/Misc,O2,0x25,?BlitBitmapToScreenNoMouseCheck@@YIXPAVbitmap@@HHHHHH@Z
0xc5ee0,BASE/Misc,O2,0x18b,?BlitBitmapToScreen@@YIXPAVbitmap@@HHHHHH@Z
0xc6070,BASE/Misc,O2,0xa6,?LogTruncate@@YIXXZ
0xc6120,BASE/Misc,O2,0x9e,?LogStr@@YIXPAD@Z
0xc61c0,BASE/Misc,O2,0x224,?LogInt@@YIXPADHHHHHHH@Z
0xc63f0,BASE/Misc,O2,0x6c,?AiPrint@@YIXPAD@Z
0xc6460,BASE/Misc,O2,0x7a,?AbsAiPrint@@YIXPAD@Z
0xc64e0,BASE/Misc,O2,0xf8,?FadeTo@@YIXPAE0H@Z
0xc65e0,BASE/Misc,O2,0xb8,?FadeToColorTable@@YIXPAEH@Z
0xc66a0,BASE/Misc,O2,0x29,?IsCycleColor@@YIHH@Z
0xc66d0,BASE/Misc,O2,0x1ee,?CreatePCXFile@@YIXPADPAEHH1@Z
0xc68c0,BASE/Misc,O2,0x52,?FileSize@@YIJPAD@Z
0xc6920,BASE/Misc,O2,0xc,?GetIconEntry@@YIPAUIconEntry@@PAVicon@@H@Z
0xc6930,BASE/Misc,O2,0xb8,?SRandom@@YIHHH@Z
0xc69f0,BASE/Misc,O2,0x5c,?SIncRandomize@@YIXHH@Z
0xc6a50,BASE/Misc,O2,0x10,?SRand@@YIXH@Z
0xc6a60,BASE/Misc,O2,0x48,?SGenRand@@YIHXZ
0xc6ab0,BASE/Misc,O2,0x6,?MemSize@@YIHH@Z
0xc6ac0,BASE/Misc,O2,0x386,?GetDataEntry@@YIXPAD0H0HH@Z
0xc6e50,BASE/Misc,O2,0x173,?DataEntryWindowHandler@@YIHAAUtag_message@@@Z
0xc6fd0,BASE/FONT,Od,0xc8,??0font@@QAE@K@Z
0xc70a0,BASE/FONT,Od,0x39,??_Efont@@UAEPAXI@Z
0xc70a0,BASE/FONT,Od,0x39,??_Gfont@@UAEPAXI@Z
0xc70e0,BASE/FONT,Od,0x39,??1font@@UAE@XZ
0xc7120,BASE/FONT,Od,0x24a,?DrawStringExecute@font@@IAEXPADHHHHHHH@Z
0xc7370,BASE/FONT,Od,0x48,?DrawString@font@@QAEXPADHHH@Z
0xc73c0,BASE/FONT,Od,0xaf,?GetCharacterWidth@font@@QAEHE@Z
0xc7470,BASE/FONT,Od,0x313,?DrawBoundedString@font@@QAEXPADHHHHHH@Z
0xc7790,BASE/FONT,Od,0x1b3,?LineLength@font@@QAEHPADH@Z
0xc7950,BASE/FONT,Od,0xc4,?LineWidth@font@@QAEHPAD@Z
0xc7a20,BASE/ICON,O2,0x67,??0icon@@QAE@K@Z
0xc7a90,BASE/ICON,O2,0x36,??_Eicon@@UAEPAXI@Z
0xc7a90,BASE/ICON,O2,0x36,??_Gicon@@UAEPAXI@Z
0xc7ad0,BASE/ICON,O2,0x21,??1icon@@UAE@XZ
0xc7b00,BASE/ICON,O2,0x44,?DrawToBuffer@icon@@QAEXHHHH@Z
0xc7b50,BASE/ICON,O2,0x2bb,?CombatClipDrawToBuffer@icon@@QAEHHHHPAUSLimitData@@HHPAEPAC@Z
0xc7e10,BASE/ICON,O2,0x3d,?ClipFillToBuffer@icon@@QAEXHHHHHHHHH@Z
0xc7e50,BASE/ICON,O2,0x103,?FillToBuffer@icon@@QAEXHHHHHPAUSLimitData@@@Z
0xc7f60,BASE/ICON,O2,0x3e,?DimToBuffer@icon@@QAEXHHHH@Z
0xc7fa0,BASE/RESMGR,Od,0xdb,??0resourceManager@@QAE@XZ
0xc8080,BASE/RESMGR,Od,0xa2,?GetBackdrop@resourceManager@@QAEXPADPAVbitmap@@H@Z
0xc8130,BASE/RESMGR,Od,0xd2,?GetBackdropAtLoc@resourceManager@@QAEXPADPAVbitmap@@HHH@Z
0xc8210,BASE/RESMGR,Od,0x97,?GetPalette@resourceManager@@QAEPAVpalette@@PAD@Z
0xc82b0,BASE/RESMGR,Od,0x97,?GetBitmap@resourceManager@@QAEPAVbitmap@@PAD@Z
0xc8350,BASE/RESMGR,Od,0x2f,?GetIcon@resourceManager@@QAEPAVicon@@PAD@Z
0xc8380,BASE/RESMGR,Od,0x86,?GetIcon@resourceManager@@QAEPAVicon@@K@Z
0xc8410,BASE/RESMGR,Od,0x97,?GetTileset@resourceManager@@QAEPAVtileset@@PAD@Z
0xc84b0,BASE/RESMGR,Od,0x1a,?GetMouse@resourceManager@@QAEPAVmouse@@PAD@Z
0xc84d0,BASE/RESMGR,Od,0x97,?GetFont@resourceManager@@QAEPAVfont@@PAD@Z
0xc8570,BASE/RESMGR,Od,0x9d,?GetSample@resourceManager@@QAEPAVsample@@PAD@Z
0xc8610,BASE/RESMGR,Od,0x97,?GetMIDIWrap@resourceManager@@QAEPAVMIDIWrap@@PAD@Z
0xc86b0,BASE/RESMGR,Od,0x87,?Dispose@resourceManager@@QAEXPAVresource@@@Z
0xc8740,BASE/RESMGR,Od,0x55,?AddResource@resourceManager@@QAEXPAVresource@@@Z
0xc87a0,BASE/RESMGR,Od,0x8b,?Expunge@resourceManager@@QAEXXZ
0xc8830,BASE/RESMGR,Od,0x4b,?Query@resourceManager@@QAEPAVresource@@K@Z
0xc8880,BASE/RESMGR,Od,0x1a,?Main@resourceManager@@UAEHAAUtag_message@@@Z
0xc88a0,BASE/RESMGR,Od,0xab,?Open@resourceManager@@UAEHH@Z
0xc8950,BASE/RESMGR,Od,0x88,?RemoveResource@resourceManager@@QAEXPAVresource@@@Z
0xc89e0,BASE/RESMGR,Od,0xc8,?Close@resourceManager@@UAEXXZ
0xc8ab0,BASE/RESMGR,Od,0x143,?LoadAggregateHeader@resourceManager@@QAEHPAD@Z
0xc8c00,BASE/RESMGR,Od,0x11c,?PointToFile@resourceManager@@QAEXK@Z
0xc8d20,BASE/RESMGR,Od,0xfa,?GetFileSize@resourceManager@@QAEKK@Z
0xc8e20,BASE/RESMGR,Od,0x52,?SavePosition@resourceManager@@QAEXXZ
0xc8e80,BASE/RESMGR,Od,0x53,?RestorePosition@resourceManager@@QAEXXZ
0xc8ee0,BASE/RESMGR,Od,0x81,?ReadByte@resourceManager@@QAECXZ
0xc8f70,BASE/RESMGR,Od,0x84,?ReadWord@resourceManager@@QAEFXZ
0xc9000,BASE/RESMGR,Od,0x84,?ReadLong@resourceManager@@QAEJXZ
0xc9090,BASE/RESMGR,Od,0xe3,?MakeId@resourceManager@@QAEKPADH@Z
0xc9180,BASE/RESMGR,Od,0x26,?Read13@resourceManager@@QAEXPAC@Z
0xc91b0,BASE/RESMGR,Od,0xbd,?ReadBlock@resourceManager@@QAEXPACK@Z
0xc9270,BASE/MOUSEMGR,O2,0xd9,??0mouseManager@@QAE@XZ
0xc9350,BASE/MOUSEMGR,O2,0x94,?Open@mouseManager@@UAEHH@Z
0xc93f0,BASE/MOUSEMGR,O2,0xed,?Close@mouseManager@@UAEXXZ
0xc94e0,BASE/MOUSEMGR,O2,0x5,?Main@mouseManager@@UAEHAAUtag_message@@@Z
0xc94f0,BASE/MOUSEMGR,O2,0x135,?SetPointer@mouseManager@@QAEXPADHH@Z
0xc9630,BASE/MOUSEMGR,O2,0x405,?SetPointer@mouseManager@@QAEXH@Z
0xc9a40,BASE/MOUSEMGR,O2,0x47a,?NewUpdate@mouseManager@@QAEXH@Z
0xc9ec0,BASE/MOUSEMGR,O2,0x56,?MouseCoords@mouseManager@@QAEXAAH0@Z
0xc9f20,BASE/MOUSEMGR,O2,0xa2,?SaveAndDraw@mouseManager@@QAEXXZ
0xc9fd0,BASE/MOUSEMGR,O2,0x29,?RestoreUnderlying@mouseManager@@QAEXXZ
0xca000,BASE/MOUSEMGR,O2,0x2c,?ReallyHidePointer@mouseManager@@QAEXXZ
0xca030,BASE/MOUSEMGR,O2,0xb9,?ReallyShowPointer@mouseManager@@QAEXXZ
0xca0f0,BASE/MOUSEMGR,O2,0x1a,?HideColorPointer@mouseManager@@QAEXXZ
0xca110,BASE/MOUSEMGR,O2,0x98,?ShowColorPointer@mouseManager@@QAEXXZ
0xca1b0,BASE/MOUSEMGR,O2,0xc,?IsVis@mouseManager@@QAEHXZ
0xca1c0,BASE/MOUSEMGR,O2,0x66,?CheckUpdateMousePos@mouseManager@@QAEXXZ
0xca230,BASE/MOUSEMGR,O2,0x191,?SetColorMice@mouseManager@@QAEXH@Z
0xca3d0,BASE/bmap2,O2,0x80,?FillBitmapArea@@YIXPAVbitmap@@HHHHH@Z
0xca450,BASE/bmap2,O2,0x114,?FillBitmapAreaClip@@YIXPAVbitmap@@HHHHHHHHH@Z
0xca570,BASE/bmap2,O2,0xa6,?BlitBitmap@@YIXPAVbitmap@@HHHH0HH@Z
0xca620,BASE/bmap2,O2,0xa8,?DimBitmapArea@@YIXPAVbitmap@@HHHHH@Z
0xca6d0,BASE/WINMGR,O2,0x3a3,?CycleColors@@YIXH@Z
0xcaa80,BASE/WINMGR,O2,0x41,??0heroWindowManager@@QAE@XZ
0xcaad0,BASE/WINMGR,O2,0xd6,?Open@heroWindowManager@@UAEHH@Z
0xcabb0,BASE/WINMGR,O2,0x45,?Close@heroWindowManager@@UAEXXZ
0xcac00,BASE/WINMGR,O2,0x2d,?Main@heroWindowManager@@UAEHAAUtag_message@@@Z
0xcac30,BASE/WINMGR,O2,0xf,?ConvertToHover@heroWindowManager@@QAEHAAUtag_message@@@Z
0xcac40,BASE/WINMGR,O2,0x35,?BroadcastMessage@heroWindowManager@@QAEHHHHH@Z
0xcac80,BASE/WINMGR,O2,0xbc,?AddWindow@heroWindowManager@@QAEXPAVheroWindow@@HH@Z
0xcad40,BASE/WINMGR,O2,0x87,?RemoveWindow@heroWindowManager@@QAEXPAVheroWindow@@@Z
0xcadd0,BASE/WINMGR,O2,0x1cf,?DoDialog@heroWindowManager@@QAEHPAVheroWindow@@P6IHAAUtag_message@@@ZH@Z
0xcafa0,BASE/WINMGR,O2,0x17,?UpdateScreen@heroWindowManager@@QAEXXZ
0xcafc0,BASE/WINMGR,O2,0x4f,?UpdateScreenRegion@heroWindowManager@@QAEXHHHH@Z
0xcb010,BASE/WINMGR,O2,0x18,?RedrawScreen@heroWindowManager@@QAEXXZ
0xcb030,BASE/WINMGR,O2,0x80,?FadeScreen@heroWindowManager@@QAEXHHPAVpalette@@@Z
0xcb0b0,BASE/WINMGR,O2,0x53,?ScreenShot@heroWindowManager@@QAEXXZ
0xcb110,BASE/WINMGR,O2,0xc0,?SaveFizzleSource@heroWindowManager@@QAEXHHHH@Z
0xcb1d0,BASE/WINMGR,O2,0x1,?CreateFizzleTables@@YIXXZ
0xcb1e0,BASE/WINMGR,O2,0x402,?FizzleForward@heroWindowManager@@QAEXHHHHHPAC0@Z
0xcb5f0,BASE/WINMGR,O2,0x19,?ReleaseFizzleSource@heroWindowManager@@QAEXXZ
0xcb610,BASE/WINMGR,O2,0x1,?CreateColorTables@@YIXXZ
0xcb620,BASE/WINMGR,O2,0x1,?CreateColorLookupTables@@YIXXZ
0xcb630,BASE/soundmgr,Od,0x68,?HandleMCIError@@YIXHPAD@Z
0xcb6a0,BASE/soundmgr,Od,0xc7,?ValidatePreviousPosition@soundManager@@QAEXH@Z
0xcb770,BASE/soundmgr,Od,0x13c,?CDStop@soundManager@@QAEXXZ
0xcb8b0,BASE/soundmgr,Od,0xb3,?CDIsPlaying@soundManager@@QAEHXZ
0xcb970,BASE/soundmgr,Od,0xf3,?CDStartup@soundManager@@QAEXXZ
0xcba70,BASE/soundmgr,Od,0xd5,?CDShutdown@soundManager@@QAEXXZ
0xcbb50,BASE/soundmgr,Od,0xe5,?CDSetVolume@soundManager@@QAEXHH@Z
0xcbc40,BASE/soundmgr,Od,0x473,?CDPlay@soundManager@@QAEXHHHH@Z
0xcc0c0,BASE/soundmgr,Od,0xf1,?CDPoll@soundManager@@QAEXXZ
0xcc1c0,BASE/soundmgr,Od,0xdd,?ConvertVolume@soundManager@@QAEHHH@Z
0xcc2a0,BASE/soundmgr,Od,0x5e,?SetReady2Poll@@YGXK@Z
0xcc300,BASE/soundmgr,Od,0x26,?UpdateTimers@@YGXK@Z
0xcc330,BASE/soundmgr,Od,0xd7,??0soundManager@@QAE@XZ
0xcc410,BASE/soundmgr,Od,0x14a,?WAVE_init_driver@@YIPAU_DIG_DRIVER@@KGGG@Z
0xcc560,BASE/soundmgr,Od,0x3a8,?Open@soundManager@@UAEHH@Z
0xcc910,BASE/soundmgr,Od,0x91,?AllocateSampleHandles@soundManager@@QAEXXZ
0xcc9b0,BASE/soundmgr,Od,0x96,?Close@soundManager@@UAEXXZ
0xcca50,BASE/soundmgr,Od,0x1a,?Main@soundManager@@UAEHAAUtag_message@@@Z
0xcca70,BASE/soundmgr,Od,0x1a,?StartSample@soundManager@@QAEPAU_SAMPLE@@PADPAPADFFHHJ@Z
0xcca90,BASE/soundmgr,Od,0x126,?StopAllSamples@soundManager@@QAEXH@Z
0xccbc0,BASE/soundmgr,Od,0xb1,?StopSample@soundManager@@QAEXPAU_SAMPLE@@@Z
